read2_code,icd10_code,phecode
K505z,N80.5,615.0
K506.,N80.6,615.0
K50y2,N80.8,615.0
K50yz,N80.8,615.0
K50z.,N80.9,615.0
K51..,N81.9,618.1
K510.,N81.1,618.1
K5100,N81.1,618.1
K5101,N81.1,618.1
K5102,N81.6,618.1
K5103,N81.0,597.0
K5103,N81.0,618.1
K5104,N81.8,618.0
K510z,N81.8,618.0
K511.,N81.4,618.2
K5110,N81.2,618.2
K5111,N81.2,618.2
K5112,N81.3,618.2
K511z,N81.4,618.2
K512.,N81.2,618.2
K5120,N81.2,618.2
K5121,N81.2,618.2
K513.,N81.3,618.2
K5130,N81.3,618.2
K514.,N81.4,618.2
K5140,N81.4,618.2
K515.,N99.3,618.5
K516.,N81.5,618.6
K5161,N81.5,618.6
K516z,N81.5,618.6
K518.,N81.6,618.1
K51y.,N81.8,618.0
K51yz,N81.8,618.0
K51z.,N81.9,618.1
K52..,N82.9,617.0
K5201,N82.1,617.0
K5207,N82.0,617.0
K5212,N82.3,617.0
K5213,N82.4,617.0
K5221,N82.5,617.0
K53..,N83,619.1
K530.,N83.0,628.0
K531.,N83.1,628.0
K5311,N83.1,628.0
K532.,N83.2,628.0
K5322,N83.2,628.0
K5323,N83.2,628.0
K532z,N83.2,628.0
K534.,N83.4,619.1
K5340,N83.4,619.1
K535.,N83.5,619.1
K5350,N83.5,619.1
K5355,N83.5,619.1
K53y0,N83.8,619.1
K53y6,N83.6,619.1
K53yz,N83.8,619.1
K53z.,N83.9,619.1
K54..,N85.9,619.2
K540.,N84.0,622.1
K541.,N85.3,674.0
K5421,N85.2,623.0
K5422,N85.2,623.0
K543.,N85.0,621.0
K5430,N85.1,621.0
K5431,N85.0,621.0
K5432,N85.0,621.0
K543z,N85.0,621.0
K544.,N85.7,626.0
K545.,N85.6,617.0
K5460,N85.4,619.2
K5461,N85.4,619.2
K54y.,N85.8,619.2
K54y0,N85.8,619.2
K54y1,N85.8,619.2
K54y2,N85.8,619.2
K54y3,N85.8,619.2
K54z.,N85.9,619.2
K55..,N88.9,619.3
K550.,N86,619.3
K5500,N86,619.3
K5502,N86,619.3
K550z,N86,619.3
K551.,N87,180.3
K5512,R87.7,1010.0
K5513,N87.0,180.3
K5514,N87.1,180.3
K551X,N87.2,180.3
K551z,N87.9,180.3
K552.,N88.0,624.0
K553.,N88.1,617.0
K5531,N88.1,617.0
K554.,N88.2,619.3
K5540,N88.2,619.3
K555.,N88.3,619.3
K556.,N88.4,623.0
K557.,N84.1,622.2
K55y0,N88.8,619.3
K55y1,N88.8,619.3
K55y3,N88.8,619.3
K55y4,N88.8,619.3
K55z.,N88.9,619.3
K56..,N89.9,619.4
K560.,N89.3,620.0
K561.,N89.4,624.0
K562.,N89.5,619.4
K5620,N99.2,619.4
K5624,N89.5,619.4
K562z,N89.5,619.4
K563.,N89.6,619.4
K565.,N89.8,619.4
K566.,N89.8,619.4
K567.,N84.2,622.0
K56y0,N89.8,619.4
K56y1,N93.9,626.0
K56y2,N89.8,619.4
K56yz,N89.8,619.4
K56z.,N89.9,619.4
K57..,N90.9,619.5
K570.,N90.4,624.1
K5700,N90.4,624.1
K5701,N90.4,624.1
K570z,N90.4,624.1
K571.,N90.5,624.2
K572.,N90.8,619.5
K573.,N90.6,623.0
K5740,N90.8,619.5
K5741,N90.8,619.5
K575.,N90.8,619.5
K576.,N84.3,622.0
K5760,N84.3,622.0
K5761,N84.3,622.0
K577.,N90.9,619.5
K578.,N90.8,619.5
K57y0,N90.7,619.5
K57y1,N90.8,619.5
K57y2,N90.5,624.2
K57y3,N81.8,618.0
K57y4,N90.8,619.5
K57z.,N90.9,619.5
K58..,N94.9,619.0
K580.,N94.1,625.1
K581.,N94.2,625.1
K582.,N94.0,626.21
K583.,N94.6,626.2
K5830,N94.4,626.2
K5831,N94.5,626.2
K584.,N94.3,626.4
K585.,N94.8,625.0
K586.,N39.3,599.4
K586.,N39.3,624.9
K587.,N93.0,625.0
K58y0,N94.8,625.0
K58z.,N94.9,619.0
K590.,N91.2,626.11
K5900,N91.0,626.11
K5901,N91.1,626.11
K590z,N91.2,626.11
K591.,N91.5,626.11
K5910,N91.5,626.11
K5911,N91.5,626.11
K5913,N91.4,626.11
K591z,N91.5,626.11
K592.,N92.0,626.12
K5920,N92.0,626.12
K5921,N92.0,626.12
K592z,N92.0,626.12
K593.,N92.2,626.0
K594.,N92.6,626.13
K5940,N92.6,626.13
K594z,N92.6,626.13
K595.,N92.3,626.14
K596.,N92.1,626.14
K597.,N93.0,625.0
K598.,N92.1,626.14
K599.,N92.3,626.14
K59A.,N93.0,625.0
K59B.,N93.0,625.0
K59y.,N92.5,626.1
K59y1,N94.8,625.0
K59y2,N94.8,625.0
K59y3,N92.3,626.14
K59yx,N93.8,626.1
K59yz,N92.6,626.13
K59z.,N92.6,626.13
K5A..,N95.9,627.0
K5A0.,N92.4,627.4
K5A1.,N95.0,627.1
K5A2.,N95.1,627.2
K5A20,N95.1,627.2
K5A21,N95.1,627.2
K5A22,N95.1,627.2
K5A23,N95.1,627.2
K5A2z,N95.1,627.2
K5A3.,N95.2,627.3
K5A30,N95.2,627.3
K5A4.,N95.3,627.0
K5A5.,N95.2,627.3
K5A6.,N92.4,627.4
K5Ay.,N95.8,627.0
K5Az.,N95.9,627.0
K5B..,N97.9,626.8
K5B0.,N97.0,626.15
K5B00,N97.0,626.15
K5B01,N97.0,626.15
K5B1.,E23.0,253.2
K5B21,N97.1,626.8
K5B23,N97.1,626.8
K5B2z,N97.1,626.8
K5B5.,N97.8,626.8
K5B51,N97.8,626.8
K5By0,N97.9,626.8
K5By1,N97.9,626.8
K5Byz,N97.9,626.8
K5Bz.,N97.9,626.8
K5Cz.,N94.8,625.0
K5E..,N93.9,626.0
K5E1.,N93.9,626.0
K5E2.,N93.9,626.0
K5Ez.,N93.9,626.0
K5X..,N84.9,622.1
K5z..,N94.9,619.0
Kyu1F,N13.1,595.0
Kyu40,N25.8,588.0
Kyu41,N28.8,586.0
Kyu51,N30.8,592.1
Kyu55,N34.2,592.2
Kyu5A,N39.4,599.4
Kyu5F,N36.9,599.0
Kyu60,N41.8,601.1
Kyu61,N42.8,602.0
Kyu64,N48.8,604.0
Kyu71,N64.5,613.7
Kyu91,N81.8,618.0
Kyu95,N83.2,628.0
Kyu96,N83.8,619.1
Kyu9F,N95.8,627.0
Kyu9J,N84.9,622.1
Kyu9L,N89.2,620.0
L00..,O01.9,634.1
L002.,O01.0,634.1
L01..,O02.8,634.0
L010.,O02.0,634.0
L011.,O02.0,634.0
L02..,O02.1,634.1
L03..,O00.9,634.3
L031.,O00.1,634.3
L0310,O00.1,634.3
L031z,O00.1,634.3
L03z.,O00.9,634.3
L04..,O03,634.0
L040.,O03.9,634.0
L0409,O03.9,634.0
L040z,O03.9,634.0
L041.,O03.4,634.0
L041w,O03.3,634.0
L041y,O03.4,634.0
L041z,O03.4,634.0
L042.,O03.9,634.0
L042y,O03.9,634.0
L042z,O03.9,634.0
L043.,O03.9,634.0
L044.,O03.4,634.0
L044x,O03.3,634.0
L044z,O03.4,634.0
L045.,O03.9,634.0
L0450,O03.5,634.0
L04z.,O03.9,634.0
L05..,O04.9,634.0
L050y,O04.9,634.0
L051.,O04.4,634.0
L0517,O04.4,634.0
L051z,O04.4,634.0
L052.,O04.9,634.0
L0521,O04.6,634.0
L052y,O04.9,634.0
L052z,O04.9,634.0
L05z.,O04.9,634.0
L07..,O06,634.3
L09..,O08,639.0
L090.,O08.0,639.0
L090y,O08.0,639.0
L091.,O08.1,639.0
L094.,O08.5,639.0
L0966,O08.2,639.0
L0970,O03.4,634.0
L10..,O20.9,636.3
L100.,O20.0,636.3
L1000,O20.0,636.3
L1001,O20.0,636.3
L1002,O20.0,636.3
L100z,O20.0,636.3
L10y.,O20.8,636.3
L10yz,O20.9,636.3
L10z.,O20.9,636.3
L10zz,O20.9,636.3
L11..,O46.9,635.2
L110.,O44.0,635.2
L1101,O44.0,635.2
L111.,O44.1,635.2
L112.,O45.9,635.2
L1120,O45.9,635.2
L112z,O45.9,635.2
L115.,O46.8,635.2
L116.,O44.1,635.2
L11z.,O46.9,635.2
L11z0,O46.9,635.2
L11z1,O46.9,635.2
L12..,O16,642.0
L120.,O10.0,642.0
L1200,O10.0,642.0
L120z,O10.0,642.0
L122.,O10.9,642.0
L1220,O10.9,642.0
L123.,O13,642.0
L1235,O13,642.0
L1236,O13,642.0
L123z,O13,642.0
L1245,O14.0,642.1
L1246,O14.9,642.1
L125.,O14.1,642.1
L1251,O14.1,642.1
L126.,O15.9,642.1
L1262,O15.2,642.1
L1265,O15.0,642.1
L126z,O15.9,642.1
L129.,O14.0,642.1
L12B.,O14.9,642.1
L12z0,O16,642.0
L12z3,O16,642.0
L12zz,O16,642.0
L13..,O21.9,643.0
L130.,O21.0,643.1
L1300,O21.0,643.1
L132.,O21.2,643.0
L13z.,O21.9,643.0
L13zz,O21.9,643.0
L14..,O60,636.2
L140.,O47.9,636.0
L1402,O47.1,636.0
L141.,O47.9,636.0
L142.,O60,636.2
L161.,O12.0,646.0
L161z,O12.0,646.0
L162.,O26.8,646.0
L166.,O23.9,647.1
L1666,O86.2,647.1
L1668,O23.4,647.1
L166z,O23.9,647.1
L169.,O26.4,646.0
L16A.,O26.8,646.0
L16B.,O47.9,636.0
L16C1,O12.2,646.0
L16E.,O26.8,646.0
L16y.,O26.8,646.0
L175.,O98.5,647.0
L175z,O98.5,647.0
L180.,O24.9,649.1
L1801,O24.9,649.1
L1808,O24.4,649.1
L1809,O24.4,649.1
L180X,O24.3,649.1
L1815,O90.5,649.0
L182.,O99.0,644.0
L1823,O99.0,644.0
L1824,O99.0,644.0
L1825,O99.0,644.0
L182z,O99.0,644.0
L188.,O28.1,656.0
L1A..,O26.7,830.0
L1A..,O26.7,1009.0
L1A..,O26.7,646.0
L20..,O80.9,650.0
L20z.,O80.9,650.0
L21..,O30.9,651.0
L210.,O30.0,651.0
L2101,O30.0,651.0
L210z,O30.0,651.0
L211.,O30.1,651.0
L213.,O84.9,651.0
L213.,O84.9,634.0
L221.,O32.1,652.0
L222.,O32.1,652.0
L2221,O32.1,652.0
L223.,O32.2,652.0
L224.,O32.2,652.0
L224z,O32.2,652.0
L225.,O32.3,652.0
L226.,O32.3,652.0
L23..,O33.9,652.0
L231.,O33.1,652.0
L2400,O34.0,619.2
L244.,O34.8,654.1
L2440,O34.8,654.1
L2443,O34.8,654.1
L2444,O34.8,654.1
L244z,O34.8,654.1
L245.,O34.3,636.8
L246.,O34.4,619.3
L2460,O34.4,619.3
L2463,O34.4,619.3
L247.,O34.6,619.4
L24zz,O34.9,654.1
L25..,O35.9,655.0
L250.,O35.0,655.0
L2504,O35.0,655.0
L261.,O36.0,654.2
L264.,O36.4,634.0
L2640,O36.4,634.0
L2641,O36.4,634.0
L264z,O36.4,634.0
L265.,O36.5,634.0
L2653,O36.5,634.0
L2680,O36.8,655.0
L27..,O40,653.0
L270.,O40,653.0
L28y.,O41.8,653.0
L28y3,O41.8,653.0
L29..,O75.8,669.0
L293.,O75.3,647.0
L2A5.,O28.5,656.0
L2B..,O26.1,646.0
L3...,O75.9,669.0
L3031,O64.0,652.0
L305.,O66.0,652.0
L30zz,O66.9,652.0
L31..,O62.9,661.0
L310.,O62.0,661.0
L314.,O62.4,661.0
L32..,O63.9,661.0
L330.,O69.0,663.0
L3301,O69.0,663.0
L336.,O69.5,663.0
L34..,O70.9,665.0
L340.,O70.0,665.0
L3403,O70.0,665.0
L341.,O70.1,665.0
L342.,O70.2,665.0
L342z,O70.2,665.0
L343.,O70.3,665.0
L344.,O70.9,665.0
L3440,O70.9,665.0
L345.,O71.7,665.0
L352.,O71.2,619.2
L353.,O71.3,665.0
L3530,O71.3,665.0
L355.,O71.5,665.0
L356.,O71.6,665.0
L357.,O71.7,665.0
L36..,O72.1,635.3
L360.,O72.0,635.3
L361.,O72.1,635.3
L362.,O72.2,635.3
L3620,O72.2,635.3
L36z.,O72.1,635.3
L37..,O73.1,669.0
L370.,O73.0,669.0
L3701,O73.0,669.0
L370z,O73.0,669.0
L371.,O73.1,669.0
L39..,O75.8,669.0
L390.,O75.0,669.0
L3945,O86.0,674.0
L3946,O90.2,674.0
L395.,O81.3,669.0
L3950,O81.3,669.0
L3951,O81.3,669.0
L395z,O81.3,669.0
L396.,O81.4,669.0
L3961,O81.4,669.0
L396z,O81.4,669.0
L398.,O82.9,679.0
L3980,O82.9,679.0
L3981,O82.9,679.0
L3982,O82.9,679.0
L3983,O82.0,669.0
L3984,O82.1,669.0
L398z,O82.9,679.0
L39y4,O75.8,669.0
L3z..,O75.9,669.0
L40..,O85,647.3
L400.,O85,647.3
L402.,O85,647.3
L403.,O85,647.3
L40z.,O85,647.3
L40zz,O85,647.3
L41..,O22.9,671.0
L4105,O22.0,671.0
L4116,O87.8,671.0
L4120,O22.2,671.0
L413.,O22.3,671.0
L4132,O22.3,671.0
L413z,O22.3,671.0
L414.,O87.1,671.0
L414z,O87.1,671.0
L41z5,O22.9,671.0
L42..,O86.4,654.0
L42z.,O86.4,654.0
L43z.,O88.2,671.0
L43zz,O88.2,671.0
L441.,O90.0,674.0
L4411,O90.0,674.0
L4412,O90.0,674.0
L442.,O90.1,674.0
L4420,O90.1,674.0
L442z,O90.1,674.0
L443.,O90.8,674.0
L45..,O91.2,647.0
L450.,O91.0,647.0
L451.,O91.1,647.0
L4510,O91.1,647.0
L4511,O91.1,647.0
L4514,O91.1,647.0
L451z,O91.1,647.0
L452.,O91.2,647.0
L4520,O91.2,647.0
L4521,O91.2,647.0
L4524,O91.2,647.0
L452z,O91.2,647.0
L45z.,O91.2,647.0
L45z4,O91.2,647.0
L461.,O92.1,676.0
L4614,O92.1,676.0
L462.,O92.2,676.0
L4620,O92.2,676.0
L462z,O92.2,676.0
L463.,O92.2,676.0
L4635,O92.7,676.0
L463z,O92.2,676.0
L464.,O92.3,676.0
L465.,O92.5,676.0
L466.,O92.6,612.1
L466z,O92.6,612.1
Ly0..,O80.0,650.0
Ly1..,O80.1,650.0
Lyu0.,O08.9,639.0
Lyu5.,O84.9,651.0
Lyu5.,O84.9,634.0
Lyu6C,O86.1,647.1
M0...,L08.9,686.0
M00..,L02.9,686.1
M0000,H60.0,380.1
M0000,H60.0,686.1
M0022,L02.2,686.1
M0031,L02.4,686.1
M0041,L02.4,686.1
M0061,L02.4,686.1
M01..,L02.9,686.1
M010.,L02.0,686.1
M0100,H60.0,380.1
M0100,H60.0,686.1
M0101,L02.0,686.1
M0102,J34.0,479.0
M0104,J34.0,479.0
M010z,L02.0,686.1
M011.,L02.1,686.1
M012.,L02.2,686.1
M0120,L02.2,686.1
M0121,N61,613.1
M0122,L02.2,686.1
M0123,L02.2,686.1
M0124,L02.2,686.1
M0126,L02.2,686.1
M0127,L02.2,686.1
M012z,L02.2,686.1
M013.,L02.4,686.1
M0131,L02.4,686.1
M0132,L02.4,686.1
M0133,L02.4,686.1
M0134,L02.4,686.1
M014.,L02.4,686.1
M0140,L02.4,686.1
M0141,L02.4,686.1
M0142,L02.4,686.1
M015.,L02.3,686.1
M0151,L02.3,686.1
M015z,L02.3,686.1
M016.,L02.4,686.1
M0161,L02.4,686.1
M0163,L02.4,686.1
M016z,L02.4,686.1
M017.,L02.4,686.1
M0172,L02.4,686.1
M01y.,L02.8,686.1
M01y0,L02.8,686.1
M01z.,L02.9,686.1
M01z0,L02.9,686.1
M02..,L03.0,681.1
M020.,L03.0,681.1
M0200,L03.0,681.1
M0201,L02.4,686.1
M0202,L03.0,681.1
M0203,L03.0,681.1
M0204,L08.9,686.0
M0205,L08.9,686.0
M020z,L03.0,681.1
M021.,L03.0,681.1
M0210,L03.0,681.1
M0211,L03.0,681.1
M0212,L03.0,681.1
M0213,L03.0,681.1
M02z.,L03.0,681.1
M03..,L03.8,681.0
M0301,J34.0,479.0
M0306,L03.2,681.2
M038.,H60.1,380.1
M03z0,L03.9,681.0
M03z1,L02.9,686.1
M04..,L04.9,289.4
M040.,L04.1,289.4
M041.,L04.2,289.4
M042.,L04.3,289.4
M043.,L04.0,289.4
M05..,L01.0,686.2
M050.,L01.0,686.2
M051.,L01.0,686.2
M053.,L01.0,686.2
M055.,L01.0,686.2
M056.,L01.0,686.2
M057.,L01.0,686.2
M05z.,L01.0,686.2
M06..,L05.0,686.3
M060.,L05.0,686.3
M061.,L05.9,686.3
M062.,L05.0,686.3
M063.,L05.9,686.3
M06z.,L05.9,686.3
M07..,L08,686.0
M070.,L08.0,686.5
M0702,L88,686.5
M071.,L98.0,686.4
M0710,L98.0,686.4
M0712,L98.0,686.4
M0713,L92.8,686.4
M071z,L98.0,686.4
M072.,L08.1,686.0
M073.,L08.9,686.0
M07y.,L08.8,686.0
M07y1,L08.0,686.5
M07y3,K13.0,528.5
M07y4,A42.8,41.0
M07y5,L08.8,686.0
M07yz,L08.8,686.0
M07z.,L08.9,686.0
M07z0,L08.9,686.0
M07z1,L08.9,686.0
M07z2,L08.9,686.0
M08..,L03,681.0
M080.,L03.0,681.1
M081.,L03.1,681.5
M081.,L03.1,681.6
M081.,L03.1,681.3
M082.,L03.2,681.2
M083.,L03.3,681.7
M084.,L03.3,681.7
M085.,L03.1,681.5
M085.,L03.1,681.6
M085.,L03.1,681.3
M086.,L03.1,681.5
M086.,L03.1,681.6
M086.,L03.1,681.3
M087.,L03.0,681.1
M088.,L03.1,681.5
M088.,L03.1,681.6
M088.,L03.1,681.3
M089.,L03.8,681.0
M08A.,L03.1,681.5
M08A.,L03.1,681.6
M08A.,L03.1,681.3
M08B.,L03.1,681.5
M08B.,L03.1,681.6
M08B.,L03.1,681.3
M08C.,L03.0,681.1
M08y.,L03.8,681.0
M09..,L02.9,686.1
M090.,L02.0,686.1
M091.,L02.1,686.1
M0920,L02.3,686.1
M0921,L02.2,686.1
M0922,L02.2,686.1
M093.,L02.3,686.1
M0940,L02.4,686.1
M095.,L02.9,686.1
M09y.,L02.8,686.1
M0y..,L08.8,686.0
M0z..,L08.9,686.0
M1...,L30.9,939.0
M10..,L98.8,689.0
M100.,L21.0,690.1
M101.,L21.9,690.1
M102.,L30.3,690.0
M103.,R23.4,687.3
M104.,L30.5,696.3
M10z.,L98.8,689.0
M11..,L20,939.0
M110.,L22,949.1
M1100,L22,949.1
M111.,L20.9,939.0
M112.,L20.8,939.0
M113.,L20.8,939.0
M114.,L20.8,939.0
M115.,L20.0,939.0
M116.,L20.8,939.0
M117.,L20.8,939.0
M118.,L21.1,690.1
M1180,L21.0,690.1
M119.,L30.0,939.0
M11A.,L30.8,939.0
M11z.,L20.9,939.0
M12..,L25.9,939.0
M120.,L24.0,939.0
M122.,L24.2,939.0
M123.,L25.1,939.0
M1232,L25.1,939.0
M1238,L25.1,939.0
M123z,L25.1,939.0
M124.,L25.3,939.0
M1241,L23.1,939.0
M1244,L23.0,939.0
M1247,L23.5,939.0
M1248,L23.5,939.0
M126.,L25.5,931.0
M1265,L23.7,931.0
M127.,L57.8,938.2
M1270,L57.8,938.2
M1271,L55.9,938.1
M1273,L56.8,938.0
M1274,L56.8,938.0
M1275,L55.0,938.1
M1276,L55.1,938.1
M1278,L56.2,938.1
M127A,L57.8,938.2
M127B,L56.8,938.0
M128.,L23.9,939.0
M1280,L23.1,939.0
M1281,L23.2,939.0
M1283,L23.4,939.0
M1285,L23.6,930.0
M129.,L24.9,939.0
M1291,L24.4,939.0
M12A0,L56.0,938.1
M12A1,L56.1,938.1
M12A2,L56.3,938.1
M12A3,L56.4,938.0
M12B2,L57.3,694.2
M12B3,L57.5,938.2
M12C.,L58,938.0
M12C1,L58.1,938.0
M12D.,L59.0,938.0
M12y0,L25.0,939.0
M12y3,L23.8,939.0
M12y6,L25.8,939.0
M12y8,L23.0,939.0
M12y9,L25.3,939.0
M12yz,L25.8,939.0
M12z.,L25.9,939.0
M12z0,L30.9,939.0
M12z1,L30.9,939.0
M12z2,L30.9,939.0
M12z3,L30.9,939.0
M12z4,L30.9,939.0
M12zz,L25.9,939.0
M13..,L27,939.0
M130.,L27.0,939.0
M130.,L27.0,687.1
M130.,L27.0,1010.0
M1300,L27.0,939.0
M1300,L27.0,687.1
M1300,L27.0,1010.0
M1301,L27.1,939.0
M131.,L27.2,930.0
M140.,L13.0,695.21
M142.,L12.2,695.21
M143.,L40.1,695.21
M143.,L40.1,696.41
M144.,L10.9,695.22
M1443,L10.2,695.22
M1446,L10.0,695.22
M145.,L12.9,695.22
M1450,L12.0,695.22
M1451,L10.8,695.22
M146.,L12.1,695.22
M1460,L12.1,695.22
M147.,L13.8,695.2
M14z.,L13.9,695.2
M150.,L53.0,695.1
M151.,L51.9,695.1
M1510,L53.1,695.1
M1517,L51.1,695.1
M1518,L51.2,695.1
M151z,L51.9,695.1
M152.,L52,695.81
M153.,L71.9,695.3
M1530,L71.9,695.3
M1531,L71.1,695.3
M1534,L71.8,695.3
M1535,L71.0,695.3
M1536,L71.8,695.3
M153z,L71.9,695.3
M154.,L93.0,695.41
M1541,L93.0,695.41
M1547,L93.1,695.41
M15y.,L53.9,695.9
M15y0,L00,695.8
M15y1,L30.4,695.8
M15y2,L26,695.8
M15y2,L26,695.9
M15y4,L53.8,695.8
M15y5,L92.0,695.8
M15yz,L53.8,695.8
M15z.,L53.9,695.9
M16..,L41.9,696.2
M160.,L40.5,696.42
M160z,L40.5,696.42
M161.,L40.8,696.41
M1610,L40.9,696.41
M1610,L40.9,696.4
M1614,L40.8,696.41
M1616,L40.4,696.41
M1619,L40.8,696.41
M161A,L40.3,696.41
M161B,L40.3,696.41
M161D,L40.1,695.21
M161D,L40.1,696.41
M161F,L40.0,696.41
M161G,L40.2,696.41
M161H,L40.8,696.41
M161J,L40.8,696.41
M161z,L40.9,696.41
M161z,L40.9,696.4
M162.,L41,696.2
M1621,L41.0,696.2
M1623,L41.1,696.2
M1625,L41.0,696.2
M1627,L41.0,696.2
M1629,L41.3,696.2
M162A,L41.4,696.2
M163.,L42,696.3
M164.,L44.0,696.3
M1650,L30.5,696.3
M1651,L21.0,690.1
M166.,L40.3,696.41
M16y.,L41.9,696.2
M16y0,L40.9,696.41
M16y0,L40.9,696.4
M16z.,L41.9,696.2
M17..,L28.0,695.7
M170.,L43.9,695.7
M1701,L43.8,695.7
M1702,L43.8,695.7
M1704,L43.0,695.7
M170z,L43.9,695.7
M171.,L44.1,695.7
M172.,L43.2,695.7
M173.,L28.0,695.7
M17y.,L28.2,695.7
M17z.,L28.0,695.7
M18..,L29,698.0
M180.,L29.0,698.0
M181.,L29.3,698.0
M1810,L29.1,698.0
M1811,L29.2,698.0
M182.,L28.2,695.7
M1823,L28.2,695.7
M182z,L28.2,695.7
M183.,L28.0,695.7
M1830,L28.1,695.7
M1831,L28.0,695.7
M1832,L28.0,695.7
M183z,L28.0,695.7
M184.,L98.1,695.8
M18y.,L29.8,698.0
M18y2,L29.8,698.0
M18y3,L29.8,698.0
M18yz,L29.8,698.0
M18z.,L29.8,698.0
M1B..,L98.8,689.0
M1C..,T66,990.0
M1W..,L59.9,938.0
M1y..,L98.8,689.0
M1y0.,L30.0,939.0
M1y2.,I83.1,454.11
M1z..,L98.8,689.0
M2...,L98.8,689.0
M20..,L84,700.0
M200.,L84,700.0
M2000,L84,700.0
M2001,L84,700.0
M200z,L84,700.0
M201.,L84,700.0
M2010,L84,700.0
M2011,L84,700.0
M2012,L84,700.0
M2013,L84,700.0
M2014,L84,700.0
M20z.,L84,700.0
M21..,L91.9,701.0
M210.,L94.0,701.3
M2101,L94.0,701.3
M2102,L90.0,702.1
M2103,L94.0,701.3
M2104,L94.1,701.3
M2105,L94.3,709.3
M211.,L85.1,701.1
M2110,L85.1,701.1
M2112,L85.8,701.0
M2114,L85.8,701.0
M2116,L85.0,701.1
M2117,L85.9,701.0
M2118,L85.8,701.0
M2119,L85.8,701.0
M211z,L85.8,701.0
M212.,L83,701.6
M213.,L90.6,701.0
M2130,L90.6,701.0
M2131,L90.8,701.0
M2132,L90.8,701.0
M214.,L91.0,701.4
M215.,L92.8,686.4
M2150,L92.9,701.5
M218.,L91.0,701.4
M21A.,L85.0,701.1
M21X.,L91.9,701.0
M21y0,L90.4,701.0
M21y5,L66.4,701.0
M21y6,L83,701.6
M21y7,L11.0,701.1
M21y8,L94.4,689.0
M21y9,L94.5,696.2
M21yA,Q82.8,691.0
M21yB,Q82.8,691.0
M21yC,L91.8,701.0
M21yz,L98.8,689.0
M21z.,L91.9,701.0
M21z1,L91.8,701.0
M21z2,L90.3,701.0
M21zz,L91.9,701.0
M220.,L85.8,701.0
M221.,L57.0,702.1
M222.,L57.0,702.1
M223.,L82,702.2
M225.,L85.8,701.0
M226.,L57.0,702.1
M227.,L98.8,689.0
M228.,L98.2,695.8
M229.,L11.1,702.0
M22A.,D22.5,216.0
M22B.,L57.0,702.1
M22C.,L82,702.2
M22D.,L82,702.2
M22E.,L57.0,702.1
M22z.,L98.8,689.0
M23..,L60.9,703.0
M230.,L60.0,703.1
M2300,L60.0,703.1
M2301,L60.0,703.1
M2302,L60.0,703.1
M2304,L60.0,703.1
M230z,L60.0,703.1
M231.,L60.8,703.0
M23y.,L60.8,703.0
M23y0,L60.3,703.0
M23y1,L60.2,703.0
M23y2,L60.3,703.0
M23y6,L60.8,703.0
M23y7,L60.8,703.0
M23yA,L60.8,703.0
M23yB,L60.2,703.0
M23yC,L60.2,703.0
M23yD,L60.1,703.0
M23yE,L60.5,703.0
M23yF,L60.4,703.0
M23yH,L60.3,703.0
M23yJ,L60.8,703.0
M23yz,L60.8,703.0
M23z.,L60.9,703.0
M24..,L68.9,704.2
M240.,L65.9,704.1
M2400,L65.9,704.1
M2401,L63.9,704.11
M2402,L64.9,704.1
M2403,L65.8,704.1
M2404,L65.8,704.1
M240B,L63.0,704.1
M240C,L65.8,704.1
M240H,L65.8,704.1
M240K,L63.1,704.1
M240L,L64.0,704.1
M240M,L65.0,704.12
M240R,L66.1,695.7
M240S,L66.2,704.1
M240T,L66.4,701.0
M240z,L65.9,704.1
M241.,L68.0,704.2
M2411,L68.8,704.2
M241z,L68.9,704.2
M242.,L67.9,704.8
M242z,L67.9,704.8
M2430,L67.1,704.0
M244.,L73.9,704.0
M2441,L73.8,704.8
M2443,L01.0,686.2
M2444,L08.8,686.0
M2446,L73.8,704.8
M2447,L08.8,686.0
M244z,L73.9,704.0
M245.,L73.8,704.8
M24X.,L66.9,704.1
M24y0,L73.1,704.8
M24z.,L73.9,704.0
M25..,L74.9,705.0
M251.,L74.0,705.0
M251z,L74.0,705.0
M252.,L30.1,705.1
M2521,L30.1,705.1
M2522,L30.1,705.1
M2523,L30.1,705.1
M25y1,L73.2,705.3
M25y5,L74.8,705.0
M25y6,L73.0,706.1
M25yX,L75.9,705.0
M25z.,L74.9,705.0
M26..,L73.9,704.0
M260.,L70.2,706.1
M2600,L70.2,706.1
M260z,L70.2,706.1
M261.,L70.8,706.1
M2610,L70.0,706.1
M2611,L70.1,706.1
M2616,L70.0,706.1
M2618,L70.4,706.1
M261A,L70.0,706.1
M261D,L70.8,706.1
M261E,L70.5,706.1
M261H,L73.0,706.1
M261J,L70.2,706.1
M261K,L73.0,706.1
M261X,L70.9,706.1
M261z,L70.8,706.1
M262.,L72.1,706.2
M262.,L72.1,704.0
M2620,L72.1,706.2
M2620,L72.1,704.0
M2621,L72.1,706.2
M2621,L72.1,704.0
M2622,L72.1,706.2
M2622,L72.1,704.0
M263.,L21.9,690.1
M2630,L21.8,690.1
M2631,L21.8,690.1
M2632,L21.8,690.1
M263z,L21.9,690.1
M26y.,L73.8,704.8
M26y0,L85.3,706.8
M26y1,L85.3,706.8
M26y2,L70.0,706.1
M26y3,Q38.6,750.13
M26y4,L73.8,704.8
M26yz,L73.8,704.8
