read2_code,icd10_code,phecode
B7686,D22.6,216.0
B7687,D22.7,216.0
B7688,D22.7,216.0
B768X,D22.9,216.0
B76B.,D76.3,288.0
B76C.,D23.9,216.0
B76y.,D23.9,216.0
B76z.,D23.9,216.0
B77..,D24,610.4
B770.,D24,610.4
B771.,D24,610.4
B77z.,D24,610.4
B78..,D25.9,218.1
B780.,D25.0,218.1
B781.,D25.1,218.1
B782.,D25.2,218.1
B78z.,D25.9,218.1
B79..,D26,218.2
B790.,D26.0,218.2
B7910,D26.1,218.2
B7912,D26.1,218.2
B79y.,D26.9,218.2
B79z.,D26.9,218.2
B7A..,D27,220.0
B7A2.,D27,220.0
B7B..,D28.9,221.0
B7B1.,D28.1,221.0
B7B10,D28.1,221.0
B7B2.,D28.0,221.0
B7B20,D28.0,221.0
B7B21,D28.0,221.0
B7B2z,D28.0,221.0
B7Bz.,D28.9,221.0
B7C0.,D29.2,222.0
B7C1.,D29.0,222.0
B7C11,D29.0,222.0
B7C2.,D29.1,222.0
B7C20,D29.1,222.0
B7C3.,D29.3,222.0
B7C4.,D29.4,222.0
B7D..,D30.9,223.0
B7D0.,D30.0,223.0
B7D3.,D30.3,223.0
B7D30,D30.3,223.0
B7Dz.,D30.9,223.0
B7E..,D31.9,224.0
B7E01,D31.4,224.1
B7E02,D31.4,224.1
B7E3.,D31.0,224.0
B7E6.,D31.3,224.1
B7E7z,D31.5,224.0
B7E8.,D31.3,224.1
B7F..,D33.9,225.0
B7F0.,D33.2,225.1
B7F00,D33.0,225.1
B7F1.,D33.3,225.1
B7F10,D33.3,225.1
B7F2.,D32.0,225.1
B7F20,D32.0,225.1
B7F40,D32.1,225.2
B7FX.,D32.9,225.1
B7Fy.,D33.7,225.0
B7Fy1,G57.6,351.0
B7G..,D34,226.0
B7H0.,D35.0,227.1
B7H1.,D35.1,227.2
B7H2.,D35.2,227.3
B7H20,D35.2,227.3
B7H21,D35.2,227.3
B7H3.,D35.4,227.0
B7J..,D18,228.0
B7J0.,D18.0,228.0
B7J00,D18.0,228.0
B7J01,D18.0,228.0
B7J02,D18.0,228.0
B7J03,D18.0,228.0
B7J04,D18.0,228.0
B7J0z,D18.0,228.0
B7J1.,D18.1,228.0
B7z..,D36.9,229.0
B7z0.,D36.0,229.1
B7zy1,D36.7,229.0
B7zz.,D36.9,229.0
B8...,D09.9,195.0
B8001,D00.0,145.0
B8002,D00.0,145.0
B8006,D00.0,145.0
B8007,D00.0,145.0
B8008,D00.0,145.0
B801.,D00.1,150.0
B802.,D00.2,151.0
B803.,D01.0,153.2
B8030,D01.0,153.2
B8031,D01.0,153.2
B8032,D01.0,153.2
B8033,D01.0,153.2
B8035,D01.0,153.2
B8037,D01.0,153.2
B8038,D01.0,153.2
B804.,D01.4,159.2
B8040,D01.1,153.3
B8041,D01.2,153.3
B805.,D01.3,153.3
B8050,D01.3,153.3
B807.,D01.4,159.2
B8072,D01.4,159.2
B808.,D01.5,155.0
B8080,D01.5,155.0
B8083,D01.5,155.0
B8084,D01.5,155.0
B8086,D01.5,155.0
B80z0,D01.7,159.0
B810.,D02.0,149.4
B8102,D02.0,149.4
B8108,D02.0,149.4
B812.,D02.2,165.1
B81y6,D02.3,165.0
B82..,D04.9,172.3
B8233,D04.3,172.3
B8235,D04.3,172.3
B824.,D04.4,172.3
B8250,D04.5,172.3
B827.,D04.7,172.3
B8271,D04.7,172.3
B828.,D03.9,172.11
B8281,D03.1,172.11
B8284,D03.5,172.11
B8285,D03.6,172.11
B8286,D03.7,172.11
B8289,D03.5,172.11
B828W,D03.9,172.11
B829.,D04.5,172.3
B830.,D05.9,174.1
B8300,D05.0,195.0
B8300,D05.0,187.0
B8301,D05.1,174.1
B831.,D06.9,180.3
B8310,D06.0,180.3
B832.,D07.3,184.2
B8320,D07.0,182.0
B833.,D07.3,184.2
B8330,D07.3,184.2
B8331,D07.3,184.2
B8332,D07.2,184.2
B8333,D07.1,184.2
B8334,N90.0,620.0
B8335,N90.1,620.0
B8336,D07.1,184.2
B8338,N89.1,620.0
B834.,D07.5,185.0
B8340,D07.5,185.0
B8341,D07.5,185.0
B835.,D07.4,187.0
B8360,D07.6,187.0
B837.,D09.0,189.2
B8y0.,D09.2,190.0
B8yy0,D09.3,195.0
B8yy2,D09.3,195.0
B8yy3,D09.3,195.0
B8yyz,D09.7,195.0
B8z..,D09.9,195.0
B9...,D48.9,199.0
B9000,D37.0,158.0
B9011,D37.0,158.0
B9016,D37.0,158.0
B9022,D37.2,158.0
B9025,D37.5,158.0
B903.,D37.6,199.0
B9033,D37.6,199.0
B9051,D37.7,158.0
B9054,D37.9,158.0
B9062,D38.0,199.0
B9068,D38.0,199.0
B9072,D38.1,199.0
B9082,D38.3,199.0
B910.,D39.0,184.2
B9110,D39.2,184.2
B912.,D39.1,184.0
B9130,D39.7,199.0
B9131,D39.7,199.0
B914.,D40.1,187.8
B915.,D40.0,187.8
B9160,D40.7,187.8
B9162,D40.7,187.8
B917.,D41.4,189.2
B9170,D41.4,189.2
B91z1,D41.0,199.0
B91z2,D41.2,199.0
B922.,D44.1,199.0
B924.,D44.9,199.0
B9240,D44.0,199.0
B9250,D43.2,191.0
B9252,D43.0,191.0
B927.,Q85.0,199.4
B929.,Q85.0,199.4
B931.,D48.1,199.0
B932.,D48.5,173.0
B933.,D48.6,174.3
B934.,D45,200.1
B935.,D47.0,200.0
B936.,D47.7,200.0
B937.,D47.9,200.0
B9371,D46.1,200.0
B9374,D47.3,200.0
B9375,D47.3,200.0
B937W,D46.9,200.0
B937X,D46.4,200.0
B93yz,D48.7,199.0
B9y..,D48.7,199.0
B9z..,D48.9,199.0
BA...,D48.9,199.0
BA0..,D48.9,199.0
BA022,D48.5,173.0
BA03.,D48.6,174.3
BA04.,D41.4,189.2
BA06.,D43.2,191.0
By...,D48.9,199.0
Byu1.,C26.9,159.0
Byu11,C22.7,155.1
Byu4.,C44.9,172.2
Byu40,C43.3,172.11
Byu41,C43.9,172.11
Byu42,C44.3,172.2
Byu50,C45.7,195.1
Byu57,C48.2,159.4
Byu6.,C50.9,174.11
Byu80,C63.7,187.1
Byu9.,C68.9,189.4
ByuA1,C72.9,191.1
ByuA2,C70.9,191.1
ByuA3,C72.8,191.1
ByuB.,C75.9,194.0
ByuB1,C75.9,194.0
ByuC0,C76.7,195.1
ByuC3,C78.3,198.2
ByuC4,C78.8,198.3
ByuC7,C79.8,198.0
ByuD.,C96.9,202.2
ByuD2,C83.8,202.2
ByuD3,C85.7,202.2
ByuDF,C85.9,202.2
ByuFG,D05.7,174.1
ByuG.,D36.9,229.0
ByuGH,D36.7,229.0
ByuGN,D22.9,216.0
Bz...,D48.9,199.0
C0...,E07.9,246.0
C00..,E04.9,240.0
C000.,E04.0,240.0
C00z.,E04.9,240.0
C01..,E04.9,240.0
C010.,E04.1,241.1
C011.,E04.2,241.2
C01z.,E04.9,240.0
C02..,E05,242.0
C020.,E05.0,242.1
C020z,E05.0,242.1
C021.,E05.1,242.0
C022.,E05.2,242.2
C0220,E05.2,242.2
C022z,E05.2,242.2
C023z,E05.2,242.2
C025.,E05.9,242.0
C02y.,E05.8,253.1
C02z.,E05.9,242.0
C02z0,E05.9,242.0
C02z1,E05.9,242.0
C02zz,E05.9,242.0
C03..,E03.1,244.5
C03z.,E03.1,244.5
C04..,E03.9,244.4
C040.,E89.0,244.1
C0410,E89.0,244.1
C041z,E89.0,244.1
C042.,E01.8,244.2
C043.,E03.2,244.1
C043z,E03.2,244.1
C044.,E03.3,244.2
C045.,E03.4,246.0
C046.,E03.8,244.2
C047.,E03.8,244.2
C04y.,E03.8,244.2
C04z.,E03.9,244.4
C05..,E06.9,245.0
C050.,E06.0,245.1
C051.,E06.1,245.1
C052.,E06.3,245.21
C05y.,E06.9,245.0
C05z.,E06.9,245.0
C06..,E07.9,246.0
C061.,E07.1,246.0
C062.,E04.1,241.1
C0630,E07.8,246.0
C06y0,E07.8,246.0
C06z.,E07.9,246.0
C0A3.,E01.0,240.0
C0A4.,E01.1,241.2
C0A5.,E02,244.2
C0AX.,E01.2,240.0
C10..,E14.9,250.2
C1000,E10.9,250.1
C1001,E11.9,250.2
C100z,E14.9,250.2
C107.,E14.5,443.7
C108.,E10.9,250.1
C1088,E10.9,250.1
C1089,E10.9,250.1
C109.,E11.9,250.2
C1097,E11.9,250.2
C1099,E11.9,250.2
C109J,E11.9,250.2
C109K,E11.9,250.2
C10B.,E13.9,250.2
C10C.,E13.9,250.2
C10D.,E13.9,250.2
C10E.,E10.9,250.1
C10E8,E10.9,250.1
C10EM,E10.1,250.11
C10ER,E10.9,250.1
C10F.,E11.9,250.2
C10F7,E11.9,250.2
C10F8,E11.6,250.2
C10F9,E11.9,250.2
C10FJ,E11.9,250.2
C10FK,E11.9,250.2
C10FN,E11.1,250.21
C10FS,E11.9,250.2
C10G.,E13,250.2
C10J.,E13,250.2
C10N.,E13,250.2
C10P.,E14.9,250.2
C11..,E16.9,251.0
C110.,E15,251.1
C1101,E15,251.1
C110z,E15,251.1
C112.,E16.2,251.1
C1120,E16.1,251.1
C1121,E16.2,251.1
C112z,E16.2,251.1
C116.,E16.1,251.1
C11y0,E13.9,250.2
C11y1,E16.0,251.1
C11y2,R73.0,250.41
C11y3,R73.9,250.42
C11y4,E16.8,251.0
C11y5,R73.0,250.41
C120.,E21.3,252.1
C1200,E21.0,252.1
C121.,E20.9,252.2
C1211,E89.2,252.2
C1212,E20.0,252.2
C130.,E22.0,253.11
C1302,E22.0,253.11
C1310,E22.1,253.1
C132.,E23.0,253.2
C1330,E23.0,253.2
C1340,E23.0,253.2
C1341,E23.0,253.2
C1343,E23.0,253.2
C1344,E23.0,253.2
C134z,E23.0,253.2
C135.,E23.2,253.3
C1350,E23.2,253.3
C1360,E22.2,253.7
C1372,E89.3,258.0
C138.,R93.0,346.1
C139.,E23.0,253.2
C13A.,E23.6,253.0
C13X.,E23.3,253.0
C13y0,E23.6,253.0
C13y2,E23.6,253.0
C13z.,E23.7,253.0
C15..,E27.9,255.0
C150.,E24.9,255.11
C1501,E24.2,255.11
C1502,E24.0,255.11
C150z,E24.9,255.11
C151.,E26.9,255.12
C1510,E26.0,255.12
C1520,E25.0,255.3
C1522,E25.0,255.3
C1528,E25.0,255.3
C153.,E27.0,255.1
C154.,E27.4,255.21
C1540,E27.2,255.21
C1541,E27.1,255.21
C1543,E27.4,255.21
C1544,E27.3,255.21
C1546,E27.2,255.21
C154z,E27.4,255.21
C155.,E27.4,255.21
C15y.,E27.8,255.0
C15z.,E27.9,255.0
C16..,E28.9,256.0
C162.,E89.4,258.1
C163.,E28.8,256.0
C1630,E28.3,627.5
C1631,E28.3,627.5
C1633,E28.3,627.5
C1634,E28.8,256.0
C163y,E28.8,256.0
C163z,E28.8,256.0
C164.,E28.2,256.4
C165.,E28.2,256.4
C17..,E29.9,257.0
C172.,E29.1,257.1
C1721,E29.1,257.1
C172z,E29.1,257.1
C17y.,E29.8,257.0
C17y0,E34.5,259.0
C18..,E31.9,259.0
C180.,D44.8,199.0
C1z0.,E30.0,259.3
C1z2.,E34.0,259.2
C1z4.,E34.3,259.0
C1z5.,E34.5,259.0
C1zy5,E34.8,259.0
C1zz.,E34.9,259.0
C2...,E64.9,263.0
C22..,E46,260.0
C234.,E44.0,260.0
C23y.,E46,260.0
C23z.,E46,260.0
C251.,E51.8,261.2
C26..,E53.9,261.2
C260.,E53.0,261.2
C261.,E53.1,261.2
C262.,E53.8,261.2
C2620,E53.8,261.2
C2621,E53.8,261.2
C2623,E53.9,261.2
C26z.,E53.9,261.2
C28..,E55,261.4
C280.,E55.0,261.41
C282.,E55.0,261.41
C28z.,E55.9,261.4
C29..,E63.8,263.0
C291.,E56.8,261.0
C291z,E56.8,261.0
C292.,E56.9,261.0
C293.,E61.8,263.0
C2930,E58,262.0
C2941,E60,262.0
C2943,E61.1,262.0
C2944,E61.2,262.0
C2949,E61.7,263.0
C2B..,E55.9,261.4
C3001,E72.0,270.1
C3005,E72.8,270.2
C301.,E70.0,270.12
C302.,E70.9,270.1
C3027,E70.3,270.1
C3034,E71.1,270.1
C3070,E72.5,270.2
C30y4,E72.5,270.2
C310.,E74.0,271.9
C3100,E74.0,271.9
C3102,E74.0,271.9
C313.,E74.3,271.3
C3130,E74.3,271.3
C3131,E73.9,271.3
C3133,E73.0,271.3
C3134,E73.1,271.3
C3135,E74.3,271.3
C3137,E73.9,271.3
C313A,K90.4,557.0
C314.,E74.8,271.9
C317.,R73.9,250.42
C31y2,E74.8,271.9
C32..,E78.9,272.9
C320.,E78.0,272.11
C3200,E78.0,272.11
C3202,E78.0,272.11
C3203,E78.0,272.11
C3204,E78.0,272.11
C3206,E78.0,272.11
C320y,E78.0,272.11
C320z,E78.0,272.11
C321.,E78.1,272.12
C3210,E78.1,272.12
C322.,E78.2,272.13
C3220,E78.4,272.1
C323.,E78.3,272.14
C324.,E78.5,272.1
C325.,E78.6,277.51
C3250,E78.6,277.51
C3252,E78.6,277.51
C325z,E78.6,277.51
C326.,E88.1,277.51
C327.,E75.6,277.51
C327z,E75.6,277.51
C328.,E78.8,277.5
C329.,E78.0,272.11
C32y.,E78.8,277.5
C32y0,E88.8,277.5
C32y0,E88.8,277.0
C32y5,E88.8,277.5
C32y5,E88.8,277.0
C32y6,E88.2,277.5
C32yz,E78.8,277.5
C32z.,E78.9,272.9
C33..,E88.0,277.0
C330.,D89.0,270.31
C3300,D89.0,270.31
C331.,D47.2,270.32
C3310,D47.2,270.32
C332.,D89.0,270.31
C3320,D89.1,270.32
C3321,D89.1,270.32
C3322,D89.2,289.0
C332z,D89.2,289.0
C3330,C88.0,270.35
C33y0,E77.8,277.51
C34..,M10,274.1
C340.,M10.0,274.11
C342.,M10.0,274.11
C344.,M10.2,274.11
C345.,M10.3,588.0
C346.,M10.9,274.1
C34y2,M10.9,274.1
C34y5,M10.9,274.1
C34z.,M10.9,274.1
C35..,E83.9,275.0
C3500,E83.1,275.1
C3502,E83.1,275.1
C3504,E83.1,275.1
C350z,E83.1,275.1
C3510,E83.0,275.2
C3521,E83.4,275.3
C3530,E83.3,275.53
C3533,E83.3,275.53
C3534,E83.3,275.53
C354.,E83.5,275.5
C3540,E83.5,275.5
C3541,E83.5,275.5
C3542,E83.5,275.5
C3543,E20.1,275.5
C3544,E83.5,275.5
C3545,E83.5,275.5
C3548,E83.5,275.5
C3549,E58,262.0
C354A,E83.5,275.5
C354D,E83.5,275.5
C360.,E87.0,276.11
C361.,E87.1,276.12
C362.,E87.2,276.41
C3620,E87.2,276.41
C3621,E87.2,276.41
C3627,E87.2,276.41
C362z,E87.2,276.41
C3631,E87.3,276.42
C3650,E86,276.5
C3651,E86,276.5
C3652,E86,276.5
C3653,E86,276.5
C366.,E87.7,276.6
C3661,R60.9,782.3
C367.,E87.5,276.13
C368.,E87.6,276.14
C36z0,E87.8,276.1
C36z2,E87.8,276.1
C370.,E84.9,499.0
C3702,E84.0,499.0
C3712,E80.2,277.1
C3714,E80.1,277.1
C3716,E80.2,277.1
C371z,E80.2,277.1
C3722,E79.0,790.6
C373.,E85.9,270.33
C3734,E85.0,270.33
C3738,E85.0,270.33
C373A,E85.0,270.33
C373C,E85.9,270.33
C374.,E80.6,277.4
C3741,E80.6,277.4
C3742,E80.4,277.4
C3743,E80.6,277.4
C374y,E80.6,277.4
C374z,E80.6,277.4
C375.,E76.3,271.9
C3760,D84.1,697.0
C3761,E88.0,277.0
C3762,E88.0,277.0
C378.,E88.2,277.5
C37X.,E80.7,277.4
C37y.,E88.8,277.5
C37y.,E88.8,277.0
C37y3,E88.0,277.0
C37y8,D76.1,288.0
C37yA,E88.8,277.5
C37yA,E88.8,277.0
C37yC,E88.8,277.5
C37yC,E88.8,277.0
C37z.,E88.9,277.0
C380.,E66.9,278.1
C3800,E66.0,278.1
C3801,E66.1,278.1
C3802,E66.2,513.3
C3803,E66.8,278.1
C3804,E66.9,278.1
C3805,E66.9,278.1
C381.,E65,278.3
C38y.,E67.8,278.0
C38y0,E66.2,513.3
C38z0,E66.9,278.1
C39..,D89.9,279.0
C3900,D80.1,279.11
C3901,D80.2,279.11
C3903,D80.3,279.11
C3904,D80.8,279.1
C393.,D84.9,279.1
C394.,M35.9,709.7
C398.,D83,279.11
C399.,D84.1,697.0
C3990,D84.8,279.1
Cyu1.,E07.9,246.0
Cyu12,E04.8,241.0
Cyu2.,E14.9,250.2
Cyu30,E16.1,251.1
Cyu41,E21.2,252.1
Cyu4A,E27.8,255.0
Cyu64,E56.8,261.0
Cyu84,E73.8,271.3
Cyu8D,E78.4,272.1
Cyu8L,E85.8,270.33
D0...,D53.9,281.9
D00..,D50.9,280.1
D000.,D50.0,280.2
D001.,D50.8,280.1
D00y.,D50.8,280.1
D00y1,D50.8,280.1
D00yz,D50.8,280.1
D00z.,D50.9,280.1
D00zz,D50.9,280.1
D01..,D53.9,281.9
D010.,D51.0,281.11
D011.,D51.8,281.12
D0110,D51.3,281.12
D0111,D51.1,281.12
D011X,D51.9,281.12
D012.,D52.9,281.13
D0121,D52.0,281.13
D0125,D52.9,281.13
D012z,D52.9,281.13
D0130,D53.1,281.1
D01z.,D53.9,281.9
D01z0,D53.1,281.1
D0y..,D53.8,281.0
D0z..,D53.9,281.9
D1...,D59.9,283.0
D100.,D58.0,282.9
D1020,D55.0,282.9
D1021,D55.0,282.9
D104.,D56.9,282.8
D1041,D56.9,282.8
D1042,D57.2,282.8
D1043,D56.0,282.8
D1044,D56.3,282.8
D1045,D56.3,282.8
D1048,D56.1,282.8
D104z,D56.9,282.8
D105.,D57.3,282.5
D106.,D57.1,282.5
D1062,D57.0,282.5
D107.,D58.2,282.8
D1078,D58.2,282.8
D1079,D58.2,282.8
D107A,D58.2,282.8
D107z,D58.2,282.8
D10y0,D58.8,282.9
D11..,D59.9,283.0
D110.,D59.1,283.1
D110z,D59.1,283.1
D1113,D59.3,283.21
D1120,D59.6,285.8
D1121,D59.5,285.8
D112z,D59.6,285.8
D1z..,D59.9,283.0
D20..,D61.9,284.0
D2010,D61.2,284.0
D2015,D61.9,284.0
D2016,D61.9,284.0
D21..,D61.9,284.0
D213.,D46.4,200.0
D214.,D64.9,285.0
D21y.,D64.8,285.0
D21y3,D64.4,285.0
D21z.,D64.9,285.0
D2y..,D64.8,285.0
D2z..,D64.9,285.0
D3...,D69.9,287.0
D30..,D68.9,286.7
D300.,D66,286.13
D301.,D67,286.1
D302.,D68.1,286.1
D3031,D68.2,286.12
D3032,D68.2,286.12
D3035,D68.2,286.12
D3036,D68.2,286.12
D3038,D68.2,286.12
D3039,D68.2,286.12
D304.,D68.0,286.11
D306.,D65,286.6
D3072,D68.4,286.4
D308.,D66,286.13
D309.,D68.2,286.12
D30B.,D68.2,286.12
D30z.,D68.9,286.7
D31..,D69.2,287.0
D310.,D69.0,287.2
D3100,D69.0,287.2
D311.,D69.1,287.4
D3110,D69.1,287.4
D3120,D69.2,287.0
D3121,D69.2,287.0
D312z,D69.2,287.0
D313.,D69.4,287.31
D3130,D69.3,287.31
D3133,D69.3,287.31
D313z,D69.4,287.31
D314.,D69.5,287.32
D3141,D69.5,287.32
D314y,D69.5,287.32
D314z,D69.5,287.32
D315.,D69.6,287.3
D31X.,D69.9,287.0
D31z.,D69.8,287.0
D3y..,D69.9,287.0
D3y0.,D47.3,200.0
D3y1.,D75.8,289.0
D3z..,D69.9,287.0
D40..,D72.9,288.0
D400.,D70,288.11
D4000,D70,288.11
D4002,D70,288.11
D4003,D70,288.11
D4004,D70,288.11
D4006,D70,288.11
D4009,D70,288.11
D400A,D70,288.11
D4012,D71,288.0
D402.,D72.0,288.0
D403.,D72.1,288.3
D4031,D72.1,288.3
D4033,D72.1,288.3
D403z,D72.1,288.3
D40y.,D72.8,288.0
D40y0,D72.8,288.0
D40y1,D72.8,288.0
D40y2,D72.8,288.0
D40y3,D72.8,288.0
D40yz,D72.8,288.0
D41..,D75,289.0
D410.,D75.1,289.8
D4100,D75.1,289.8
D4102,D75.1,289.8
D410z,D75.1,289.8
D411.,I88.1,289.4
D412.,I88.0,289.4
D4120,I88.0,289.4
D412z,I88.0,289.4
D413.,I88.9,289.4
D414.,D73.1,289.5
D415.,D73.8,289.5
D4155,D73.4,289.5
D4157,D73.5,289.5
D415A,D73.0,289.5
D416.,D75.0,289.9
D417.,D74.9,289.9
D418.,I89.8,450.0
D41y.,D75.8,289.0
D41y0,D89.2,289.0
D41y2,E88.0,277.0
D41y3,D61.9,284.0
D41y4,D75.8,289.0
D41yz,D75.8,289.0
D41z.,D75.9,289.0
Dy...,D75.8,289.0
Dyu00,D50.8,280.1
Dyu06,D51.9,281.12
Dyu13,D58.2,282.8
Dz...,D75.9,289.0
Eu...,F99,300.0
Eu01.,F01,290.16
Eu011,F01.1,290.16
Eu012,F01.2,290.16
Eu013,F01.3,290.16
Eu01z,F01.9,290.16
Eu02.,F02,290.1
Eu02z,F03,290.1
Eu04.,F05.9,290.2
Eu04y,F05.8,290.2
Eu04z,F05.9,290.2
Eu05.,F06,291.4
Eu052,F06.2,295.3
Eu053,F06.3,296.0
Eu054,F06.4,300.1
Eu056,F06.6,290.3
Eu057,F06.7,292.2
Eu060,F07.0,291.4
Eu062,F07.2,291.4
Eu0z.,F09,290.0
Eu10.,F10,316.0
Eu100,F10.0,317.0
Eu101,F10.1,317.0
Eu102,F10.2,317.0
Eu103,F10.3,317.1
Eu104,F10.4,290.2
Eu105,F10.5,317.0
Eu106,F10.6,317.1
Eu107,F10.7,317.1
Eu108,F10.3,317.1
Eu112,F11.2,316.0
Eu113,F11.3,316.0
Eu12.,F12.9,316.0
Eu122,F12.2,316.0
Eu132,F13.2,316.0
Eu15.,F15.9,316.0
Eu152,F15.2,316.0
Eu192,F19.2,290.3
Eu20.,F20,295.1
Eu200,F20.0,295.1
Eu201,F20.1,295.1
Eu202,F20.2,295.1
Eu203,F20.3,295.1
Eu20z,F20.9,295.1
Eu21.,F21,301.1
Eu22.,F22,295.2
Eu220,F22.0,295.2
Eu223,F22.0,295.2
Eu22z,F22.9,295.2
Eu23.,F23,291.1
Eu230,F23.0,291.1
Eu232,F23.2,295.3
Eu233,F23.3,295.2
Eu23y,F23.8,291.1
Eu23z,F23.9,291.1
Eu24.,F24,295.2
Eu25.,F25,295.1
Eu250,F25.0,295.1
Eu251,F25.1,295.1
Eu25z,F25.9,295.1
Eu26.,F29,295.3
Eu2z.,F29,295.3
Eu30.,F30,296.1
Eu300,F30.0,296.1
Eu301,F30.1,296.1
Eu30z,F30.9,296.1
Eu31.,F31,296.1
Eu310,F31.0,296.1
Eu314,F31.4,296.1
Eu315,F31.5,296.1
Eu316,F31.6,296.1
Eu317,F31.7,296.1
Eu319,F31.8,296.1
Eu31y,F31.8,296.1
Eu31z,F31.9,296.1
Eu32A,F33.3,296.22
Eu32y,F32.8,296.1
Eu32y,F32.8,296.22
Eu330,F33.0,296.22
Eu331,F33.1,296.22
Eu332,F33.2,296.22
Eu333,F33.3,296.22
Eu334,F33.4,296.22
Eu33y,F33.8,296.22
Eu34.,F34,296.0
Eu340,F34.0,301.0
Eu341,F34.1,300.4
Eu3y0,F38.0,296.0
Eu3y1,F38.1,296.0
Eu3y2,F38.8,296.0
Eu3yy,F38.8,296.0
Eu3z.,F39,296.0
Eu4..,F48.9,300.0
Eu40.,F40,300.13
Eu400,F40.0,300.12
Eu401,F40.1,300.12
Eu402,F40.2,300.13
Eu403,F40.2,300.13
Eu40y,F40.8,300.13
Eu40z,F40.9,300.13
Eu41.,F41.9,300.1
Eu410,F41.0,300.12
Eu411,F41.1,300.11
Eu412,F41.2,300.1
Eu413,F41.3,300.1
Eu41y,F41.8,300.1
Eu41z,F41.9,300.1
Eu42.,F42,300.3
Eu420,F42.0,300.3
Eu421,F42.1,300.3
Eu422,F42.2,300.3
Eu43.,F43.9,304.0
Eu430,F43.0,300.8
Eu431,F43.1,300.9
Eu432,F43.2,304.0
Eu43z,F43.9,304.0
Eu44.,F44,303.1
Eu441,F44.1,303.1
Eu444,F44.4,303.4
Eu445,F44.5,303.4
Eu446,F44.6,303.4
Eu44y,F44.8,295.0
Eu450,F45.0,303.4
Eu451,F45.1,303.4
Eu452,F45.2,303.4
Eu453,F45.3,303.3
Eu454,F45.4,303.4
Eu455,F45.8,303.3
Eu45y,F45.8,303.3
Eu45z,F45.9,303.4
Eu46.,F48.9,300.0
Eu460,F48.0,300.0
Eu461,F48.1,303.1
Eu46y,F48.8,300.0
Eu46y,F48.8,306.0
Eu46y,F48.8,303.0
Eu46z,F48.9,300.0
Eu50.,F50,305.2
Eu500,F50.0,305.21
Eu501,F50.1,305.2
Eu502,F50.2,305.2
Eu503,F50.3,305.2
Eu505,F50.5,305.2
Eu50y,F50.8,305.2
Eu50z,F50.9,305.2
Eu51.,F51,327.0
Eu510,F51.0,327.4
Eu513,F51.3,327.5
Eu515,F51.5,327.4
Eu52.,F52,302.0
Eu520,F52.0,302.1
Eu521,F52.1,302.0
Eu522,F52.2,302.0
Eu522,F52.2,605.0
Eu523,F52.3,302.0
Eu524,F52.4,302.0
Eu526,F52.6,302.0
Eu527,F52.7,605.0
Eu527,F52.7,302.0
Eu52z,F52.9,302.0
Eu60.,F60.9,301.0
Eu600,F60.0,301.0
Eu601,F60.1,301.1
Eu602,F60.2,301.2
Eu603,F60.3,301.2
Eu604,F60.4,301.0
Eu605,F60.5,301.1
Eu606,F60.6,301.0
Eu607,F60.7,301.0
Eu60y,F60.8,301.0
Eu60z,F60.9,301.0
Eu61.,F61,301.0
Eu63.,F63,312.3
Eu630,F63.0,312.3
Eu633,F63.3,315.0
Eu633,F63.3,312.3
Eu64.,F64,302.0
Eu640,F64.0,302.0
Eu64z,F64.9,302.0
Eu65.,F65.9,302.0
Eu662,F66.2,302.0
Eu6z.,F69,301.0
Eu70.,F70,315.3
Eu70z,F70.9,315.3
Eu71.,F71,315.3
Eu800,F80.0,315.2
Eu801,F80.1,315.2
Eu806,F80.2,315.2
Eu810,F81.0,315.1
Eu814,F81.9,315.1
Eu815,F81.9,315.1
Eu816,F81.9,315.1
Eu81z,F81.9,315.1
Eu840,F84.0,313.3
Eu841,F84.1,313.3
Eu845,F84.5,313.3
Eu84z,F84.9,313.3
Eu911,F91.1,312.0
Eu95.,F95,313.2
Eu952,F95.2,313.2
Eu9y4,F98.4,313.2
Eu9y5,F98.5,313.2
Eu9y7,F98.8,313.0
Euz..,F99,300.0
F00..,G00.9,320.0
F000.,G00.0,320.0
F001.,G00.1,320.0
F00z.,G00.9,320.0
F011z,A87.9,320.0
F02..,G03.9,320.0
F022.,G03.1,320.0
F023.,G03.9,320.0
F02z.,G03.9,320.0
F03..,G04.9,323.0
F030z,A86,323.0
F035.,G04.8,323.8
F035.,G04.8,323.0
F035z,G04.8,323.8
F035z,G04.8,323.0
F037.,G37.3,323.2
F03y.,G04.8,323.8
F03y.,G04.8,323.0
F03z.,G04.9,323.0
F040.,G06.0,324.0
F0400,G06.0,324.0
F041.,G06.1,324.0
F04z0,G06.2,324.0
F0500,G08,325.0
F051.,G08,325.0
F0512,G08,325.0
F053.,G08,325.0
F0530,G08,325.0
F10..,G31.9,331.9
F1012,E75.4,331.0
F1013,E75.0,331.0
F1015,E75.4,331.0
F110.,G30.9,290.11
F1100,G30.0,290.11
F1101,G30.1,290.11
F111.,G31.0,331.9
F112.,G31.1,290.12
F113.,G91.0,331.1
F1130,G91.2,331.1
F113z,G91.0,331.1
F114.,G91.1,331.1
F115.,G91.9,331.1
F118.,G31.8,331.0
F11x0,G31.2,331.0
F11y1,G11.9,334.1
F11z.,G31.9,331.9
F12..,G20,332.0
F120.,G20,332.0
F121.,G21.1,349.0
F122.,G21.0,306.0
F12X.,G21.9,349.0
F12z.,G20,332.0
