ctv3_code,icd10_code,phecode
XE2nG,M21.9,736
XE2nI,M21.9,736
XE2nJ,M20.0,736.2
XE2nK,M21.8,736
XE2nM,M21.8,736
XE2nO,M21.6,735
XE2nP,M21.6,735
XE2nQ,M21.6,735
XE2nR,M21.6,735
XE2nS,M20.6,735.2
XE2nU,G47.1,291.8
XE2nV,R19.0,579
XE2nW,R29.2,350.5
XE2nY,S00.9,915
XE2nZ,S00.8,915
XE2nb,S00.0,915
XE2nd,S00.9,915
XE2ng,S00.0,915
XE2nk,S20.8,1009
XE2no,S30.8,915
XE2nr,S30.8,915
XE2nt,S30.8,915
XE2nu,S30.8,915
XE2nv,S30.8,915
XE2o6,S30.8,915
XE2oC,S40.9,915
XE2oF,S40.9,915
XE2oG,S40.9,915
XE2oL,S40.9,915
XE2oM,S40.9,915
XE2oO,S50.9,915
XE2oQ,S50.9,915
XE2oT,S50.9,915
XE2oY,S60.9,915
XE2oZ,S60.9,915
XE2oa,S60.9,915
XE2ob,S60.9,915
XE2od,S70.9,915
XE2og,S80.9,915
XE2oh,S90.9,915
XE2on,S80.9,915
XE2oo,S90.9,915
XE2oq,S90.9,915
XE2or,S90.9,915
XE2os,S90.9,915
XE2ot,S90.9,915
XE2ou,S90.9,915
XE2ov,S90.9,915
XE2ow,T14.0,915
XE2ox,T14.0,915
XE2rk,C14.8,149
XE2rm,D00.0,145
XE2ro,D51.0,281.11
XE2rq,G06.0,324
XE2rs,R51,339
XE2rt,R07.4,418
XE2ru,S72.4,800.2
XE2ru,S72.4,800
XE2rv,S72.4,800.2
XE2rv,S72.4,800
XE2rw,S81.9,1009
XE2rw,S81.9,871
XE2sd,D23.9,216
XE2sf,K57.9,562.1
XE2sg,K57.9,562.1
XE2sh,O13,642
XE2sm,O91.2,647
XE2so,D22.9,216
XE2sq,P28.8,656.2
XE2t9,C85.9,202.2
XE2uF,B15.9,070.1
XE2uG,A82.9,079
XE2uH,B34.0,079
XE2uI,B34.8,079
XE2uK,A27.0,130
XE2uM,B35.3,110.12
XE2uN,B65.0,134
XE2uO,B65.1,134
XE2uS,D22.3,229
XE2uS,D22.3,216
XE2uT,F25.0,295.1
XE2uU,H02.4,374.3
XE2uV,I25.9,411.8
XE2uW,Q13.2,753
XE2uZ,Q63.0,751.22
XE2ub,Q66.6,755.1
XE2ud,Q75.4,749.2
XE2ue,Q84.1,757
XE2uf,Q87.4,758
XE2un,F25.1,295.1
XE2ut,N28.8,586
XE2ux,Q03.1,752.2
XE2v1,A66.1,130
XE2v2,F84.0,313.3
XE2vF,A49.8,041
XE2vG,A60.0,054
XE2vH,B00.5,369.2
XE2vI,B76.0,134
XE2vN,C24.0,159.3
XE2vS,C71.9,191.11
XE2vT,C79.8,198
XE2vW,D16.4,213
XE2vZ,D23.2,216
XE2va,D33.9,225
XE2vb,D35.2,227.3
XE2vc,D18.0,228
XE2vd,D18.0,228
XE2vg,T15.8,1001
XE2vj,D39.2,184.2
XE2vk,H92.0,382
XE2vl,A37.0,041
XE2vn,A37.1,041
XE2vo,B34.1,079
XE2vq,Q62.6,751.2
XE2vx,Q27.2,747.2
XE2w4,I62.0,430.3
XE2w5,L05.9,686.3
XE2w6,A23.0,041
XE2wA,A49.8,041
XE2wM,J86.9,506
XE2wR,J86.9,506
XE2x9,B02.9,053
XE2xB,C77.9,198.1
XE2xf,B85.0,132.1
XE2xg,B85.1,132.1
XE2xh,B85.3,132.1
XE2xj,D12.6,208
XE2y5,R53,798
XE2y7,B27.9,079.2
XM001,F42.0,300.3
XM00G,F93.0,313
XM00H,G91.0,331.1
XM00K,I07.1,394.7
XM00L,O72.0,635.3
XM00N,L74.3,705
XM00R,Q76.4,754
XM00X,S52.8,803
XM00Y,S82.2,800.3
XM00h,J34.8,479
XM00i,R20.8,687.4
XM00j,R20.8,687.4
XM00k,R20.8,687.4
XM00l,R10.2,785
XM00o,M25.6,741.2
XM00q,L29.9,698
XM00r,R57.9,797
XM00s,E86,276.5
XM010,R55,788
XM013,R45.3,1004
XM016,R45.4,1004
XM019,R23.0,513.3
XM01A,R23.0,513.3
XM01K,M25.4,741.4
XM01N,L68.9,704.2
XM01P,R29.2,350.5
XM01U,K11.8,527.8
XM01V,K11.8,527.8
XM01W,K11.8,527.8
XM01b,T79.3,958
XM01s,R06.8,512.9
XM01u,Q67.7,756.22
XM01w,Q67.6,756.21
XM02C,R06.8,512.9
XM02D,R09.8,429.3
XM02E,R09.8,429.3
XM02F,R09.8,429.3
XM02G,R00.0,427.7
XM02U,I95.9,458.9
XM02V,R03.0,402
XM02W,I95.1,458.1
XM02c,I86.8,454
XM02o,R01.1,396
XM02p,R01.1,396
XM02r,B00.1,054
XM02y,K14.9,529
XM02z,K14.3,529
XM030,K14.0,529.1
XM03B,R10.4,785
XM03F,R10.1,785
XM03I,R19.1,561
XM03L,N50.8,608
XM03M,N85.4,619.2
XM03N,N85.4,619.2
XM03P,R23.4,687.3
XM03T,O32.9,652
XM03h,G40.3,345.11
XM03i,G40.7,345.3
XM03j,G40.2,345.12
XM03l,R56.0,345.3
XM03m,G83.9,344
XM03n,M62.8,772
XM03t,R41.0,292.4
XM03y,R29.8,781
XM040,R29.8,781
XM041,R29.8,781
XM042,M62.8,772
XM045,G25.5,333.3
XM047,R25.1,350.1
XM048,G25.2,333.1
XM049,G25.3,333.2
XM04D,R29.8,781
XM04G,R26.8,350.2
XM04J,R26.8,350.2
XM04S,R26.8,350.2
XM04c,G93.2,348.2
XM04i,R48.2,292.12
XM04m,H35.8,362
XM04o,H35.0,362.4
XM04p,H35.0,362.4
XM04q,H35.6,362.8
XM04s,H35.0,362.4
XM04u,H53.4,368.4
XM04y,H53.4,368.4
XM050,H02.4,374.3
XM051,G90.2,337
XM058,H55,378.2
XM05A,D64.9,285
XM05E,H92.2,381.9
XM05F,H61.2,380.4
XM05P,J38.3,473
XM05S,R50.9,783
XM05X,R50.9,783
XM05c,R23.4,687.3
XM05e,R21,687.1
XM05f,R21,687.1
XM05i,R23.8,687
XM05j,L08.9,686
XM05k,R23.4,687.3
XM05m,L70.0,706.1
XM05o,R23.4,687.3
XM05p,L98.4,707
XM05s,L08.8,686
XM05u,R23.4,687.3
XM05w,M15.1,740.2
XM05x,L60.8,703
XM05y,L03.0,681.1
XM060,L60.8,703
XM062,M25.4,741.4
XM064,M25.3,742.9
XM065,M25.3,742.9
XM066,M25.6,741.2
XM068,M89.9,743.9
XM06D,I80.9,451
XM06E,N50.1,608
XM06H,N21.0,594.2
XM06I,N21.0,594.2
XM06R,R40.0,291.8
XM06T,R40.2,348.7
XM06V,R44.0,292.6
XM06X,R44.2,292.6
XM06Z,R55,788
XM06a,R55,788
XM06b,R55,788
XM06c,R55,788
XM06e,R42,386.9
XM06f,R42,386.9
XM06g,R42,386.9
XM06h,R42,386.9
XM06i,G47.9,327
XM06j,G47.2,327.6
XM06k,G47.2,327.6
XM06l,R53,798
XM06o,R53,798
XM06r,R61.9,705.8
XM06s,R41.2,292.3
XM070,R43.2,350.6
XM072,R26.0,350.2
XM073,R26.1,350.2
XM074,R26.0,350.2
XM078,R29.0,350.1
XM07A,R29.3,781.2
XM07D,R20.8,687.4
XM07E,R20.0,687.4
XM07F,R20.3,687.4
XM07G,R20.8,687.4
XM07H,R20.8,687.4
XM07I,R20.2,687.4
XM07J,R21,687.1
XM07L,R60.1,782.3
XM07M,R60.0,782.3
XM07N,R23.0,513.3
XM07Q,R23.2,782.6
XM07T,R23.3,287.1
XM07V,R23.4,687.3
XM07W,R23.4,687.3
XM07X,R63.0,260.6
XM07Y,R63.0,260.6
XM07Z,R62.8,264.9
XM07a,R62.8,264.9
XM07e,R63.2,260.7
XM07g,R51,339
XM07j,R04.1,477
XM07l,R06.5,293
XM07n,R00.2,427.9
XM07o,R01.0,396
XM07q,R02,791
XM07r,R57.0,797.1
XM07s,R57.1,797
XM07u,R09.8,429.3
XM07x,R06.8,512.9
XM07z,R06.0,512.7
XM082,R06.1,479
XM087,R09.3,516
XM08A,R09.8,429.3
XM08B,R09.8,429.3
XM08E,R06.8,512.9
XM08J,R13,532
XM08K,R14,561.2
XM08L,R14,561.2
XM08M,R14,561.2
XM08N,R14,561.2
XM08O,R14,561.2
XM08V,R19.1,561
XM08Z,R19.5,579.8
XM08d,N23,594.8
XM08n,R39.1,599.9
XM08q,R39.2,599.8
XM08r,R39.8,599
XM08r,R39.8,598
XM08s,R30.1,599.8
XM08x,R10.3,785
XM08y,R10.1,785
XM091,R10.3,785
XM092,M54.5,760
XM093,R10.4,785
XM095,R16.0,573.3
XM096,R16.1,579.2
XM097,R19.0,579
XM09A,P51.9,656.4
XM09B,R19.8,561
XM09C,R19.5,579.8
XM09D,R19.5,579.8
XM09E,R19.5,579.8
XM09F,R19.5,579.8
XM09I,R85.9,1010
XM09K,R03.0,402
XM09L,R03.1,458
XM09M,R09.8,429.3
XM09U,R09.0,1013
XM09V,J96.9,509.1
XM09V,J96.9,509.2
XM09W,R09.2,509.5
XM0AW,T14.0,915
XM0AX,N89.8,619.4
XM0AZ,N64.5,613.7
XM0Ac,C01,145.2
XM0Ah,H95.1,381.3
XM0Ai,M13.9,716.9
XM0Ai,M13.9,740.9
XM0Aj,N94.2,625.1
XM0Ak,F40.1,300.12
XM0Al,I77.9,447
XM0Am,J38.7,473
XM0Ar,R45.2,300
XM0As,F43.2,304
XM0B0,N64.5,613.7
XM0B1,O92.6,612.1
XM0B8,K57.9,562.1
XM0B9,K57.8,562.1
XM0BD,S32.3,802
XM0BE,S82.4,800.3
XM0BN,T83.9,857
XM0BO,T83.9,857
XM0BW,D83.1,279.1
XM0BY,J35.8,474.2
XM0BZ,K27.9,531.4
XM0Bk,T85.9,859
XM0CQ,N23,594.8
XM0CR,R45.8,1004
XM0CS,R45.2,300
XM0CU,R40.0,291.8
XM0CW,R43.0,350.6
XM0CX,R43.0,350.6
XM0CY,R55,788
XM0CZ,H04.2,375.2
XM0Ca,H04.2,375.2
XM0Cc,J34.8,479
XM0Ce,R53,798
XM0Ch,R05,512.8
XM0Ci,R06.2,512.1
XM0Cm,R11,789
XM0Cn,K92.1,578.2
XM0Cp,M54.5,760
XM0Cq,M54.5,760
XM0Cr,N23,594.8
XM0D2,R63.2,260.7
XM0D3,R53,798
XM0D4,R41.8,292
XM0D5,R53,798
XM0mP,P61.0,656.5
XM0pJ,A04.9,008.5
XM0pK,A03.9,008.5
XM0pN,A31.9,031
XM0pb,C09.9,149.1
XM0ps,C69.9,190
XM0qH,E80.2,277.1
XM0qK,D66,286.13
XM0qQ,F15.2,316
XM0qi,G11.9,334.1
XM0qm,G97.1,967
XM0qt,H20.9,371.1
XM0qw,H04.3,375
XM0qw,H04.3,369
XM0qz,H57.0,379.4
XM0r1,H60.9,380.1
XM0rD,H70.9,381.3
XM0rI,I00,041.21
XM0rN,I25.1,411.4
XM0rO,I27.9,415.2
XM0rP,I34.9,395.1
XM0rV,I61.9,430.2
XM0rc,I74.1,444
XM0rg,I86.3,454
XM0rr,J34.0,479
XM0rv,J18.9,480
XM0rz,J11.1,481
XM0s2,J45.9,495
XM0sC,K05.3,523.32
XM0sE,K11.2,527.2
XM0sG,K13.0,528.5
XM0sI,K27.5,531.4
XM0sV,N05.9,580.32
XM0sZ,N30.9,592.1
XM0sb,N35.9,597.1
XM0sc,N39.0,591
XM0sf,N49.9,601.8
XM0sl,N63,611.3
XM0t2,N95.1,627.2
XM0tI,O98.5,647
XM0ta,O66.5,652
XM0tj,O91.2,647
XM0tp,L03.1,681.5
XM0tp,L03.1,681.6
XM0tp,L03.1,681.3
XM0tr,L03.1,681.5
XM0tr,L03.1,681.6
XM0tr,L03.1,681.3
XM0tx,L21.0,690.1
XM0uO,M46.1,715.1
XM0uT,M53.8,742.9
XM0uY,M75.1,726.1
XM0uY,M75.1,726
XM0uZ,M75.0,726.1
XM0ue,M67.1,727.7
XM0ug,M72.0,728.71
XM0ul,M86.9,710.19
XM0uq,M84.4,743.2
XM0us,M20.3,735.2
XM0v6,K57.1,562.1
XM0v8,Q55.0,751.1
XM0vG,M43.1,738.4
XM0vM,S12.9,805
XM0vN,S22.0,805
XM0vO,S32.0,805
XM0vY,S62.6,804
XM0vZ,S62.5,804
XM0vh,T09.2,915
XM0vh,T09.2,1009
XM0vo,S09.9,1009
XM0vy,S01.9,870.3
XM0w0,S01.0,870.3
XM0w7,S21.9,870
XM0wG,S31.1,1008
XM0wG,S31.1,870
XM0wH,S21.2,1008
XM0wH,S21.2,870
XM0wH,S21.2,1009
XM0wK,S61.9,871
XM0wL,S61.9,871
XM0wM,S61.0,871
XM0wN,S61.0,871
XM0wO,T11.5,1009
XM0wP,S91.3,871.3
XM0wT,M12.5,836
XM0wU,L90.5,701.2
XM0wW,T14.0,915
XM0wY,T14.0,915
XM0wZ,S00.8,915
XM0wa,S00.0,915
XM0wb,S10.9,915
XM0we,S20.1,1009
XM0we,S20.1,915
XM0wg,S20.8,1009
XM0wk,S40.9,915
XM0wl,S60.9,915
XM0wm,S60.9,915
XM0wn,S60.9,915
XM0wo,S90.9,915
XM0wp,S70.9,915
XM0ws,S90.9,915
XM0wt,S90.9,915
XM0wu,S00.1,916
XM0xF,L60.8,703
XM0xL,L60.8,703
XM0xT,T26.1,1000
XM0xU,T26.9,1000
XM0xV,T20.0,1000
XM0xW,T23.0,1000
XM0xX,T23.0,1000
XM0xY,T25.0,1000
XM0xZ,T28.0,1000
XM0xj,T50.9,979
XM0xs,T63.9,913
XM0yX,T88.8,1011
XM0yv,R50.9,783
XM0yx,R53,798
XM0z0,R25.2,350.1
XM0z1,R25.1,350.1
XM0z3,R27.0,350.3
XM0z6,R21,687.1
XM0z9,R17,573.5
XM0zD,R00.0,427.7
XM0zE,R01.1,396
XM0zH,R01.2,396
XM0zM,R07.3,418
XM0zS,R10.0,785
XM0zT,R10.4,785
XM0zZ,R19.5,579.8
XM0zo,R76.0,279.7
XM0zx,R03.0,402
XM10Y,R10.3,785
XM10Z,R10.3,785
XM10e,N23,594.8
XM10f,N23,594.8
XM118,R10.4,785
XM119,R10.1,785
XM11A,R10.3,785
XM11B,R10.4,785
XM11C,R10.3,785
XM11E,R10.3,785
XM11g,R51,339
XM11h,R51,339
XM11i,T68,780
XM11k,R23.3,287.1
XM14o,N20.0,594.1
XM18c,R94.0,346.2
XM18d,R94.1,346
XM18k,R92,611.1
XM18n,R91,514
XM18s,R90.8,1010
XM19P,H54.4,367.9
XM19Q,H54.4,367.9
XM19S,R69,1019
XM1AI,R62.0,264.3
XM1AV,R53,798
XM1Ad,R41.0,292.4
XM1Ae,R45.4,1004
XM1Af,R45.1,315
XM1Aj,R46.2,1019
XM1Al,R46.8,1019
XM1Am,R46.6,1019
XM1B2,R52.0,338.1
XM1B3,R07.1,512.2
XM1B4,R52.1,1005
XM1B5,R51,339
XM1B6,K10.8,526.9
XM1B7,R07.3,418
XM1B8,R52.2,338.2
XM1B9,R10.3,785
XM1BA,R10.2,785
XM1BB,R20.8,687.4
XM1BC,R23.4,687.3
XM1BD,R61.1,705.8
XM1BE,R61.0,705.8
XM1BF,R20.2,687.4
XM1BG,R82.7,598.9
XM1Bj,R94.8,794
XM1Bl,R09.3,516
XM1Bo,R93.8,793.2
XM1Bq,R94.2,514.1
XM1Br,R91,514
XM1Bv,R19.0,579
XM1C0,R09.8,429.3
XM1C1,R03.0,402
XM1C3,R60.0,782.3
XM1C7,R57.9,797
XM1CG,R22.2,519.9
XM1CH,R22.2,519.9
XM1CI,R22.2,519.9
XM1CJ,K11.1,527.1
XM1CK,R59.1,289.4
XM1CN,R22.2,519.9
XM1CO,R22.2,519.9
XM1CP,R59.0,289.4
XM1CS,R22.4,771
XM1CU,R22.1,293.1
XM1CV,R22.2,519.9
XM1CW,R22.9,687.2
XM1CX,R22.3,771
XM1CZ,R19.0,579
XM1Cd,N50.8,608
XM1Cp,R82.4,250.5
XM1Cr,R80,269
XM1Cs,R74.8,573.9
XM1D6,R74.8,573.9
XM1D9,R82.4,250.5
XM1Dp,R29.2,350.5
XM1Dv,H02.4,374.3
XM1E0,R29.1,781
XM1E9,R94.2,514.1
XM1EA,R70.1,790
XM1EB,R71,289.9
XM1ES,R73.0,250.41
XM1Eo,R94.4,589
XM1Ep,R94.5,573.7
XM1Er,R94.6,246.7
XM1F5,H04.1,375
XM1F9,D23.9,216
XM1FA,D23.9,216
XM1FB,D23.9,216
XM1FC,D23.9,216
XM1FE,C22.0,155.1
XM1FF,D23.9,216
XM1GA,L30.1,705.1
XM1GC,F33.2,296.22
XM1GD,L98.1,695.8
XM1GE,F45.8,303.3
XM1GG,F21,301.1
XM1GI,M54.9,760
XM1GN,J39.2,479
XM1ML,C44.9,172.2
XM1MM,C78.8,198.3
XM1MO,D07.3,184.2
XM1MP,D33.0,225.1
XM1MU,G93.9,348.9
XM1MV,T85.7,081
XM1MZ,R41.3,292.3
XM1Mc,R06.5,293
XM1Md,J00,465
XM1Mh,R01.1,396
XM1My,R16.0,573.3
XM1N1,R14,561.2
XM1N2,R19.5,579.8
XM1N5,N40,600
XM1N6,N85.2,623
XM1NB,N64.5,613.7
XM1NC,M43.6,723.1
XM1NE,L05.9,686.3
XM1NF,R26.8,350.2
XM1NG,K62.8,565
XM1NH,R10.3,785
XM1NI,M54.5,760
XM1NJ,M79.6,773
XM1NK,M79.6,773
XM1NL,M79.8,729
XM1NL,M79.8,771.1
XM1NN,N90.8,619.5
XM1NO,L90.5,701.2
XM1NQ,M19.9,716.9
XM1NS,S83.2,830
XM1NT,S83.2,830
XM1NV,S63.0,830
XM1NW,S83.3,840
XM1NW,S83.3,830
XM1NX,S93.0,830
XM1NY,S93.0,830
XM1NZ,S93.0,830
XM1Nb,S86.0,1009
XM1Nc,M67.0,727.7
XM1Nd,S42.9,803.1
XM1Ne,S72.0,800.1
XM1Nf,S72.0,800.1
XM1Ng,S72.1,800.1
XM1Ng,S72.1,800.2
XM1Nl,M21.0,736
XM1Nm,M21.1,736
XM1Nu,M20.1,735.3
XM1Nw,M21.6,735
XM1OC,A48.8,041
XM1OE,R11,789
XM1OJ,A50.0,090
XM1OO,S38.0,1006
XM1OR,S06.8,1009
XM1OR,S06.8,819
XM1OZ,T70.1,1014
XM1Oa,D48.7,199
XM1Or,Q63.0,751.22
XM1Ow,N35.8,597.1
XM1Ox,O23.1,647.1
XM1Oy,T85.6,859
XM1Oz,T83.0,857
XM1P5,O70.0,665
XM1P7,O03.6,634
XM1PB,O03.4,634
XM1PD,O33.9,652
XM1PM,N61,613.1
XM1PO,E27.0,255.1
XM1PQ,K40.9,550.1
XM1PT,L08.9,686
XM1PV,S30.8,915
XM1PW,S90.8,915
XM1PX,L60.2,703
XM1Pa,L30.9,939
XM1Pg,S69.8,1009
XM1Ph,S90.2,916
XM1Pj,S61.0,871
XM1Pm,S31.1,1008
XM1Pm,S31.1,870
XM1Pn,S91.2,871.4
XM1Po,R43.1,350.6
XM1Pq,M62.5,728
XM1Pq,M62.5,772.1
XM1Pr,C79.3,198.5
XM1Ps,C71.0,191.11
XM1Pu,G80.9,343
XM1Pv,G80.1,343
XM1Q2,F44.4,303.4
XM1Q7,T15.9,1001
XM1Q8,H44.0,371
XM1QB,Q17.5,749
XM1QE,H66.9,381.11
XM1QF,H65.9,381.1
XM1QH,J32.9,475
XM1QI,J32.0,475
XM1QJ,J32.1,475
XM1QK,J35.0,474.2
XM1QM,J31.2,472
XM1QR,R05,512.8
XM1QS,J04.2,465.4
XM1QU,J00,465
XM1QV,J98.8,519.8
XM1QW,J98.8,519.8
XM1QX,J20.9,483
XM1Qc,J98.4,510
XM1Qd,J98.4,510
XM1Qn,I50.1,428.2
XM1Qo,I51.7,416
XM1Qp,I11.9,401.21
XM1Qq,I80.9,451
XM1Qr,I82.9,452
XM1Qt,Q27.3,447
XM1Qu,I73.9,443.9
XM1Qw,Q24.9,747.1
XM1R0,L04.9,289.4
XM1RF,G96.9,349
XM1UX,R94.1,346
XM1UZ,R93.4,599
XM1Up,R74.8,573.9
XM1Us,R82.7,598.9
XM1V8,D69.4,287.31
XM1VF,N39.0,591
XM1VV,E72.9,270.2
XM1VW,K92.1,578.2
XM1Vb,R84.9,516
XM1Wp,R20.8,687.4
XM1Wt,M20.5,735.2
XM1Wv,R29.8,781
XM1Wy,L98.9,689
XM1X0,R23.8,687
XM1X1,T14.0,915
XM1X4,M25.5,745
XM1X7,H72.9,384.4
XM1X8,H91.9,389
XM1XC,M79.5,1001
XM1XD,R47.0,292.1
XM1XG,R23.4,687.3
XM1XI,L30.1,705.1
XM1XS,H53.5,368.5
XM1Xk,E10.9,250.1
XM1Xn,L29.9,698
XM1Y9,K13.0,528.5
XM1YB,R40.2,348.7
XM1YD,E66.9,278.1
XM1YF,N50.8,608
XM1YG,L65.9,704.1
XM1YJ,J98.0,479
XM1YL,T78.4,949
XM1YM,K13.0,528.5
XM1YP,K46.9,550
XM1YP,K46.9,550.5
XS1W4,H30.2,371.1
XS29G,E05.0,242.1
XS79h,F19.1,290.3
XS7Nb,R79.8,790.6
XSBQ2,S52.5,803.2
XSBQJ,S92.9,801.1
XSBQJ,S92.9,801
XSBpB,L02.4,686.1
XSCDz,A49.8,041
XSCET,A49.8,041
XSCIZ,E66.9,278.1
XSCm1,K65.0,567
XSD4A,B36.9,110.1
XSDGs,M13.0,714
XSDIu,M86.9,710.19
XSDJn,M89.8,756.5
XSDKI,M20.4,735.21
XSDOK,J21.9,483
XSDSb,I10,401.1
XSDT6,I25.1,411.4
XSDVN,I35.8,394.3
XSDik,Q74.1,755.6
XSDzf,K31.8,537
XSE1i,K55.0,441.1
XSE3r,K62.8,565
XSE6D,E80.2,277.1
XSE9s,N76.8,614.5
XSEB7,N64.8,613.8
XSEDT,F66.9,302
XSEKr,G54.9,353
XSESu,E28.3,627.5
XSETH,E11.9,250.2
XSETK,E13.9,250.2
XSGGt,R60.0,782.3
XSGGu,R60.0,782.3
XSGKA,R52.2,338.2
XSGp0,F38.8,296
XSHrO,K04.7,522.5
XSIe5,T78.4,949
XSJF8,R07.3,418
XSJyV,M25.5,745
XSJyq,E53.9,261.2
XSLIV,N48.8,604
XSN4O,C44.9,172.2
Xa00I,I63.9,433.2
Xa00J,I63.9,433.2
Xa00K,I63.9,433.2
Xa00r,F40.2,300.13
Xa00x,F48.8,300
Xa00x,F48.8,306
Xa00x,F48.8,303
Xa00z,F34.8,296
Xa01C,G93.8,348.9
Xa01F,G93.3,798.1
Xa01O,E80.6,277.4
Xa01U,I67.1,433.5
Xa01V,I67.1,433.5
Xa01X,I67.1,433.5
Xa01Y,I67.1,433.5
Xa01c,I60.6,430.1
Xa01g,I72.0,442.8
Xa01h,I60.1,430.1
Xa01i,I60.6,430.1
Xa01j,I60.2,430.1
Xa01k,I60.3,430.1
Xa01l,I60.4,430.1
Xa028,F44.2,303
Xa02E,F48.1,303.1
Xa02G,F42.0,300.3
Xa02h,L98.4,707
Xa02q,L98.9,689
Xa02s,L98.8,689
Xa033,I78.1,217.1
Xa03s,H53.1,368.9
Xa044,F52.2,302
Xa044,F52.2,605
Xa04B,O36.8,655
Xa04P,N50.9,608
Xa04S,M25.3,742.9
Xa04l,J39.2,479
Xa04u,R31,593
Xa04x,R82.9,598.9
Xa05T,H18.5,364.5
Xa05b,J04.2,465.4
Xa05c,L29.9,698
Xa05o,D64.3,285.3
Xa06G,L60.0,703.1
Xa06I,L60.3,703
Xa06Q,N90.8,619.5
Xa06S,S39.9,915
Xa06S,S39.9,1009
Xa06U,S30.8,915
Xa06Z,L98.9,689
Xa06n,N89.9,619.4
Xa06u,R15,561
Xa06v,R15,561
Xa070,Q38.3,750.13
Xa07F,R52.9,1005
Xa07F,R52.9,338.1
Xa07H,N94.3,626.4
Xa07I,S02.1,819
Xa07K,S91.2,871.4
Xa07P,N23,594.8
Xa07T,K55.0,441.1
Xa07W,P95,656
Xa07X,P96.8,656
Xa07Y,P96.8,656
Xa07Z,P95,656
Xa07d,P28.2,656.2
Xa07g,P29.1,656.9
Xa089,R41.0,292.4
Xa08C,P28.3,656.26
Xa08o,P21.9,661
Xa08x,P55.9,656.1
Xa09N,P20.9,661
Xa09Q,P05.0,637
Xa09f,P05.9,637
Xa09u,D70,288.11
Xa0AB,S06.5,818
Xa0AC,S06.4,818
Xa0AC,S06.4,430
Xa0AN,Q89.9,759
Xa0AR,L94.3,709.3
Xa0AS,M35.1,709.6
Xa0AY,P35.0,657
Xa0Ar,P36.9,657
Xa0BK,B97.4,079
Xa0BO,E55.0,261.41
Xa0Bg,T88.9,1011
Xa0Bp,D48.5,173
Xa0Bq,L98.9,689
Xa0Br,D23.9,216
Xa0Bs,D33.2,225.1
Xa0CE,C43.9,172.11
Xa0Cs,I10,401.1
Xa0Ct,I35.0,747.13
Xa0D0,I34.1,411.41
Xa0D0,I34.1,394.2
Xa0D0,I34.1,395.1
Xa0D3,I47.1,427.11
Xa0D7,C49.9,170.2
Xa0D8,D21.9,215
Xa0D9,C44.9,172.2
Xa0DF,C15.9,150
Xa0DG,C15.9,150
Xa0DH,D13.0,211
Xa0DI,D37.9,158
Xa0DP,C16.9,151
Xa0DQ,C16.9,151
Xa0DX,C85.9,202.2
Xa0DY,D13.1,211
Xa0Dd,C85.9,202.2
Xa0De,C26.0,153.2
Xa0Df,C17.9,159.2
Xa0Dg,C18.9,153.2
Xa0Dj,C20,153.3
Xa0Dp,C71.9,191.11
Xa0Dr,C71.9,191.11
Xa0E2,G93.0,348.4
Xa0EI,T74.3,1015
Xa0EL,D13.6,211
Xa0EN,T14.9,1009
Xa0ER,F70.9,315.3
Xa0ET,E34.8,259
Xa0EY,C63.2,187.1
Xa0Ei,C57.0,184.1
Xa0Ek,N89.0,620
Xa0El,N89.1,620
Xa0En,N90.0,620
Xa0Eo,N90.1,620
Xa0Ep,D07.1,184.2
Xa0Es,N90.3,184.2
Xa0Et,O41.8,653
Xa0Ex,T85.7,081
Xa0F5,D17.7,214
Xa0G9,C02.9,145.2
Xa0GA,C03.9,145.4
Xa0GC,C04.9,145.5
Xa0GN,C05.9,145
Xa0GV,D11.0,210
Xa0GZ,A64,090
Xa0Ge,C32.9,149.4
Xa0HC,H53.5,368.5
Xa0IL,C78.2,198.2
Xa0J3,K05.5,523
Xa0Ji,G40.8,345.1
Xa0KE,N85.0,621
Xa0KG,C34.9,165.1
Xa0KH,D14.3,212
Xa0KR,H92.2,381.9
Xa0KS,H92.2,381.9
Xa0KT,H92.0,382
Xa0KV,H60.9,380.1
Xa0KY,L53.9,695.9
Xa0Ka,R11,789
Xa0Kb,P08.2,658
Xa0Kk,G47.8,327
Xa0Kp,D33.3,225.1
Xa0Kr,G56.1,351
Xa0Ks,G56.2,351
Xa0L0,I67.1,433.5
Xa0LH,R22.0,293.1
Xa0LX,J34.8,479
Xa0LZ,J34.8,479
Xa0Lc,J34.0,479
Xa0Le,R68.8,1005
Xa0Li,J34.8,479
Xa0Lj,J34.8,479
Xa0Lo,R51,339
Xa0Lp,R22.0,293.1
Xa0Lr,R51,339
Xa0M0,J38.3,473
Xa0M8,L53.9,695.9
Xa0M9,R22.1,293.1
Xa0MF,J33.8,471
Xa0MN,E34.3,259
Xa0Mk,G93.8,348.9
Xa0Ml,I69.4,433.8
Xa0N2,S39.9,915
Xa0N2,S39.9,1009
Xa0N5,Q27.3,447
Xa0N7,I60.9,430.1
Xa0NK,I60.1,430.1
Xa0NO,I60.2,430.1
Xa0NP,G58.8,351
Xa0Ng,D33.4,225.2
Xa0Nk,G95.2,334
Xa0Ns,J98.0,479
Xa0OJ,Q85.9,759
Xa0OO,R60.0,782.3
Xa0OP,K12.1,528.11
Xa0P3,J34.0,479
Xa0PD,D16.4,213
Xa0PZ,H91.8,389
Xa0Pj,D48.1,199
