ctv3_code,icd10_code,phecode
XE13w,D61.9,284
XE13x,D62,285.1
XE140,D64.9,285
XE143,D69.1,287.4
XE145,D69.4,287.31
XE146,D69.3,287.31
XE148,D69.4,287.31
XE149,D69.5,287.32
XE14B,D70,288.11
XE14C,D70,288.11
XE14D,D70,288.11
XE14E,D70,288.11
XE14G,D70,288.11
XE14J,D72.8,288
XE14L,I88.0,289.4
XE14M,D74.9,289.9
XE14O,D75.8,289
XE14i,D64.9,285
XE15A,A87.9,320
XE15B,G04.9,323
XE15C,G04.8,323.8
XE15C,G04.8,323
XE15D,G04.9,323
XE15F,G31.9,331.9
XE15G,G25.9,333
XE15H,G25.3,333.2
XE15I,G40.3,345.11
XE15J,G25.3,333.2
XE15K,G25.3,333.2
XE15L,G24.2,333.4
XE15N,G24.4,333.4
XE15O,G11.9,334.1
XE15P,G11.9,334.1
XE15Q,G95.9,334
XE15R,G90.9,337
XE15S,G37.0,341
XE15T,G81.9,342
XE15U,G81.1,342
XE15V,G80.8,343
XE15W,G83.4,344
XE15X,G83.8,344
XE15Y,G41.0,345.1
XE15a,G40.9,345
XE15b,G93.5,348.2
XE15d,G97.1,967
XE15e,G97.1,967
XE15f,G52.9,352
XE15g,G56.0,351
XE15h,G56.2,351
XE15i,G58.9,351
XE15j,G62.2,357
XE15m,G62.9,357
XE15r,H44.5,360
XE15s,H33.5,361
XE15u,H35.0,362.4
XE15v,H35.0,362.4
XE15w,H34.8,362.4
XE15x,H35.3,362.29
XE15y,H35.3,362.29
XE160,H35.5,362.7
XE162,H35.5,362.7
XE165,H31.1,363.4
XE166,H21.9,379.5
XE167,H20.0,371.1
XE168,H20.9,371.1
XE169,H20.9,371.1
XE16A,H20.9,371.1
XE16C,H21.3,379.5
XE16H,H53.0,368.1
XE16I,H53.4,368.4
XE16K,H53.8,368
XE16N,H16.9,370
XE16P,H16.2,370.3
XE16Q,H16.2,370.3
XE16R,H16.3,370
XE16T,H18.0,364
XE16V,H18.0,364
XE16X,H10.3,369.5
XE16Y,H10.3,369.5
XE16Z,H10.0,369.5
XE16b,H10.4,371.2
XE16c,H11.1,372
XE16d,H11.1,372
XE16f,H11.4,372
XE16g,H01.0,371.3
XE16h,H00.0,371.3
XE16i,H01.1,371.33
XE16j,H02.0,374.1
XE16k,H02.3,374.3
XE16l,H02.2,374.2
XE16m,H04.1,375
XE16o,H04.1,375
XE16p,H04.3,375
XE16p,H04.3,369
XE16u,H05.8,376
XE16v,H47.7,377
XE16y,H51.8,378
XE16z,H51.8,378
XE170,H15.0,379.1
XE171,H15.0,379.1
XE172,H15.8,379
XE174,H27.9,379.3
XE175,H57.0,379.4
XE176,H55,378.2
XE177,H93.9,388
XE178,H61.0,380
XE179,H60.3,380.1
XE17A,H60.5,380.1
XE17B,H60.9,380.1
XE17C,H65.3,381.1
XE17D,H66.9,381.11
XE17E,H70.0,381.3
XE17F,H72.2,384.4
XE17G,H72.8,384.4
XE17H,H74.9,385
XE17I,H71,385.3
XE17J,H81.0,386.1
XE17K,H83.2,386.3
XE17L,H93.1,389.4
XE17M,H92.1,381.9
XE17N,H90.5,389.1
XE17P,H91.9,389
XE18j,H35.3,362.29
XE19J,H00.0,371.3
XE19x,H68.0,381.2
XE19z,H65.4,381.1
XE1A3,H66.2,381.11
XE1AO,L02.4,686.1
XE1AP,L02.9,686.1
XE1AQ,L02.4,686.1
XE1AR,L03.0,681.1
XE1AS,L03.0,681.1
XE1AT,L03.0,681.1
XE1AU,L03.8,681
XE1AV,L03.2,681.2
XE1AW,J34.0,479
XE1AX,L03.8,681
XE1AY,L03.1,681.5
XE1AY,L03.1,681.6
XE1AY,L03.1,681.3
XE1AZ,L03.1,681.5
XE1AZ,L03.1,681.6
XE1AZ,L03.1,681.3
XE1Ab,L03.1,681.5
XE1Ab,L03.1,681.6
XE1Ab,L03.1,681.3
XE1Ad,L04.9,289.4
XE1Ae,L05.9,686.3
XE1Ag,L08.8,686
XE1Ai,L08.8,686
XE1Aj,L08.9,686
XE1Ak,L03.0,681.1
XE1Al,L08.9,686
XE1An,L21.9,690.1
XE1Aq,L24.1,939
XE1Ar,L23.1,939
XE1At,L25.0,939
XE1Au,L23.0,939
XE1Av,L30.9,939
XE1Aw,L27.8,939
XE1Ay,L12.2,695.21
XE1Az,L12.1,695.22
XE1B0,L51.9,695.1
XE1B1,L52,695.81
XE1B3,L53.8,695.8
XE1B7,L29.0,698
XE1B8,L29.3,698
XE1B9,L29.8,698
XE1BA,L29.8,698
XE1BB,L85.1,701.1
XE1BC,L85.1,701.1
XE1BD,L98.8,689
XE1BE,L60.8,703
XE1BF,L67.9,704.8
XE1BG,L65.9,704.1
XE1BH,L63.9,704.11
XE1BJ,L73.9,704
XE1BK,L74.4,705
XE1BL,L74.0,705
XE1BM,L73.2,705.3
XE1BN,L70.2,706.1
XE1BO,L70.0,706.1
XE1BQ,L97,707
XE1BR,L50.0,947
XE1BS,L50.8,947
XE1BT,L50.9,947
XE1BV,L98.8,689
XE1BW,L90.5,701.2
XE1BX,L90.5,701.2
XE1BZ,L98.8,689
XE1Ba,L98.9,689
XE1C4,L21.9,690.1
XE1C6,L20.9,939
XE1CS,L21.0,690.1
XE1CW,L28.0,695.7
XE1Ca,L08.9,686
XE1Ci,L98.9,689
XE1Cq,L73.9,704
XE1DD,M99.9,738
XE1DE,M35.9,709.7
XE1DF,M34.9,709.3
XE1DG,M35.0,709.2
XE1DH,M33.1,709.5
XE1DJ,M00.8,711
XE1DM,M00.9,711.1
XE1DN,M00.9,711.1
XE1DO,M00.9,711.1
XE1DS,M11.9,274.2
XE1DT,M11.8,274.2
XE1DU,M06.4,714
XE1DV,M19.9,716.9
XE1DX,M19.2,740.12
XE1DY,M19.9,716.9
XE1DZ,M19.9,716.9
XE1Da,M19.9,716.9
XE1Db,M19.9,716.9
XE1Dc,M19.9,716.9
XE1Dd,M19.9,716.9
XE1De,M16.9,740.1
XE1Df,M19.9,716.9
XE1Dg,M19.9,716.9
XE1Dh,M12.8,716
XE1Di,M13.0,714
XE1Dj,M13.1,716.2
XE1Dk,M13.9,716.9
XE1Dk,M13.9,740.9
XE1Dl,M13.9,716.9
XE1Dl,M13.9,740.9
XE1Dm,M13.9,716.9
XE1Dm,M13.9,740.9
XE1Dn,M13.9,716.9
XE1Dn,M13.9,740.9
XE1Do,M13.9,716.9
XE1Do,M13.9,740.9
XE1Dp,M13.9,716.9
XE1Dp,M13.9,740.9
XE1Dq,M23.3,835
XE1Dr,M23.4,835
XE1Ds,M23.8,835
XE1Dt,M24.0,742.1
XE1Du,M24.0,742.1
XE1Dv,M24.0,742.1
XE1Dw,M24.0,742.1
XE1Dy,M24.0,742.1
XE1E4,M24.4,742.9
XE1E5,M24.4,742.9
XE1E6,M24.4,742.9
XE1E8,M24.4,742.9
XE1E9,M24.4,742.9
XE1EA,M24.4,742.9
XE1EE,M24.5,739
XE1EF,M24.5,739
XE1EG,M24.6,741.1
XE1EI,M24.6,741.1
XE1EK,M24.6,741.1
XE1EL,M24.7,742
XE1EN,M25.4,741.4
XE1EO,M25.4,741.4
XE1EQ,M25.4,741.4
XE1ER,M25.4,741.4
XE1ES,M25.0,741.5
XE1EU,M25.0,741.5
XE1EV,M25.0,741.5
XE1EW,M25.0,741.5
XE1EX,M12.3,716.8
XE1EY,M25.5,745
XE1EZ,M25.5,745
XE1Ea,M25.5,745
XE1Eb,M25.5,745
XE1Ec,M25.5,745
XE1Ed,M25.5,745
XE1Ee,M25.5,745
XE1Ef,M25.6,741.2
XE1Eg,M25.6,741.2
XE1Eh,M25.6,741.2
XE1Ei,M25.6,741.2
XE1Ej,M25.6,741.2
XE1Ek,M25.6,741.2
XE1El,M25.6,741.2
XE1Em,M25.8,741
XE1Em,M25.8,716.9
XE1En,M25.8,741
XE1En,M25.8,716.9
XE1Ep,M25.8,741
XE1Ep,M25.8,716.9
XE1Eq,M25.8,741
XE1Eq,M25.8,716.9
XE1Er,M25.8,741
XE1Er,M25.8,716.9
XE1Eu,M47.8,721.1
XE1Ew,M47.8,721.1
XE1Ex,M47.8,721.1
XE1Ey,M47.9,721
XE1F0,M50.2,722.1
XE1F3,M96.1,722.8
XE1F4,M54.2,761
XE1F5,M54.1,766
XE1F6,M43.6,723.1
XE1F7,M43.6,723.1
XE1F9,M48.0,720
XE1FA,M54.6,760
XE1FB,M54.5,760
XE1FC,M54.3,764
XE1FD,M54.1,766
XE1FE,M54.9,760
XE1FF,M53.2,742.9
XE1FF,M53.2,741
XE1FG,M53.8,742.9
XE1FH,M54.8,760
XE1FI,M53.9,721.8
XE1FI,M53.9,742.9
XE1FJ,M35.3,717
XE1FK,M77.9,726.1
XE1FL,M75.0,726.1
XE1FM,M75.1,726.1
XE1FM,M75.1,726
XE1FN,M75.1,726.1
XE1FN,M75.1,726
XE1FO,M70.5,726.1
XE1FP,M76.4,726.3
XE1FQ,M76.8,726.1
XE1FR,M77.5,726.1
XE1FS,M77.9,726.1
XE1FT,M89.9,743.9
XE1FU,M65.3,709.7
XE1FU,M65.3,1010
XE1FU,M65.3,727.1
XE1FV,M65.4,727.1
XE1FW,M65.8,727.1
XE1FX,M65.8,727.1
XE1FY,M71.9,727
XE1FZ,M67.4,727.4
XE1Fa,M66.5,727.6
XE1Fb,M67.8,727
XE1Fc,M67.1,727.7
XE1Fd,M67.8,727
XE1Fe,M79.9,729
XE1Ff,M60.0,712
XE1Fg,M61.9,728.1
XE1Fi,Q68.8,755.4
XE1Fi,Q68.8,756
XE1Fj,M72.0,728.71
XE1Fk,M60.2,701.5
XE1Fl,M79.9,729
XE1Fm,M79.1,770
XE1Fo,M79.3,729.3
XE1Fp,M79.6,773
XE1Fq,M79.8,729
XE1Fq,M79.8,771.1
XE1Fr,R25.2,350.1
XE1Fs,R29.8,781
XE1Ft,M79.9,729
XE1Fu,M86.1,710.11
XE1Fv,M86.1,710.11
XE1Fw,M86.6,710.12
XE1Fy,M86.6,710.12
XE1Fz,M86.9,710.19
XE1G0,M86.9,710.19
XE1G1,M91.9,732.1
XE1G2,M91.1,732.1
XE1G4,M91.0,732.1
XE1G6,M92.0,732.1
XE1G7,M92.4,732.1
XE1G8,M93.8,732
XE1G9,M93.9,732
XE1GB,M84.4,743.2
XE1GD,M85.3,733
XE1GE,M84.1,733.8
XE1GF,M95.8,738
XE1GG,M95.9,738
XE1GH,M21.4,735.1
XE1GI,M21.2,736
XE1GI,M21.2,739
XE1GJ,M21.0,736
XE1GK,M21.1,736
XE1GM,M21.8,736
XE1GO,M21.9,736
XE1GP,M43.9,737
XE1GQ,M40.0,737.1
XE1GR,M43.9,737
XE1GT,M17.1,740.11
XE1GU,M17.5,740.12
XE1GW,M67.2,727
XE1Go,M12.5,836
XE1Gw,M23.3,835
XE1HC,M25.6,741.2
XE1HE,M25.6,741.2
XE1HK,M46.9,715
XE1Hm,M75.0,726.1
XE1IC,S66.9,1009
XE1IM,M24.2,728.2
XE1Ii,M79.5,1001
XE1Ik,M79.5,1001
XE1Io,M79.5,1001
XE1Iq,M79.5,1001
XE1Is,M79.5,1001
XE1J8,M84.0,733.8
XE1JZ,Q05.4,752.11
XE1Ja,Q07.0,747.1
XE1Ja,Q07.0,752.11
XE1Ji,Q01.9,752.1
XE1Jj,Q01.9,752.1
XE1Jo,Q03.0,752.2
XE1Jp,Q75.3,749.2
XE1Ju,Q12.9,753.1
XE1Jv,Q12.1,753.1
XE1Jw,Q13.3,753
XE1Jy,Q14.2,753.2
XE1Jz,Q10.0,749
XE1K0,Q10.6,749
XE1K8,Q18.0,749
XE1K9,Q18.4,749
XE1KA,Q21.9,747.11
XE1KE,Q21.1,747.11
XE1KF,Q21.1,747.11
XE1KI,Q24.8,747.1
XE1KK,Q24.9,747.1
XE1KL,Q25.4,747.13
XE1KM,Q25.4,747.13
XE1KQ,Q25.6,747.13
XE1KU,Q27.8,747.2
XE1KW,Q28.8,747
XE1Ka,Q33.0,748
XE1Kc,Q35.9,749.1
XE1Kf,Q38.3,750.13
XE1Kh,Q38.6,750.13
XE1Kj,Q38.7,750.13
XE1Kk,Q38.4,750.13
XE1Kk,Q38.4,750.1
XE1Kp,Q43.0,750.21
XE1Kv,Q43.1,750.21
XE1Kx,Q43.8,750.21
XE1Kz,Q44.1,750.22
XE1L1,Q44.6,750.22
XE1L6,Q50.4,751.11
XE1L7,Q52.4,751.11
XE1L9,Q52.0,751.11
XE1LC,Q52.5,751.11
XE1LF,Q53.9,751.12
XE1LG,Q53.1,751.12
XE1LH,Q53.2,751.12
XE1LL,Q60.4,751.22
XE1LM,Q61.9,751.21
XE1LN,Q61.3,751.21
XE1LQ,Q63.0,751.22
XE1LR,Q64.3,751.2
XE1LU,Q75.9,749.2
XE1LV,Q68.0,749
XE1LW,Q67.5,754
XE1LX,Q65.3,755.61
XE1LY,Q68.2,755.6
XE1La,Q66.3,755.1
XE1Lb,Q66.5,755.1
XE1Lc,Q66.6,755.1
XE1Ld,Q66.8,755.1
XE1Le,Q71.4,755.4
XE1Lg,M95.8,738
XE1Lh,Q70.1,755.3
XE1Li,Q70.9,755.3
XE1Lk,Q71.3,755.4
XE1Lm,Q71.3,755.4
XE1Lo,Q72.8,755.6
XE1Lr,Q73.8,755.4
XE1Lt,Q68.8,755.4
XE1Lt,Q68.8,756
XE1Lu,Q87.0,755.3
XE1Lu,Q87.0,749.2
XE1Lv,Q79.8,756.3
XE1Lv,Q79.8,756
XE1Lz,Q75.0,749.2
XE1M1,Q75.8,749.2
XE1M3,Q76.4,754
XE1M4,Q76.4,754
XE1M5,Q76.4,754
XE1M6,Q76.8,756.2
XE1M7,Q77.4,756
XE1M8,Q78.4,756
XE1M9,Q78.4,756
XE1MB,Q77.7,756
XE1MC,Q78.6,756.5
XE1MD,Q78.0,756.5
XE1MG,Q79.0,756.1
XE1MI,Q79.8,756.3
XE1MI,Q79.8,756
XE1MJ,Q79.9,756
XE1MK,Q80.3,691.1
XE1MM,Q82.5,217
XE1MN,Q82.5,217
XE1MO,Q82.8,691
XE1MP,Q81.9,691
XE1MQ,Q82.8,691
XE1MW,Q84.9,757
XE1MZ,Q90.9,758.1
XE1Mf,Q96.9,758.1
XE1Mi,Q89.0,759
XE1Mk,Q89.4,759
XE1Ml,Q87.8,759
XE1Oh,R94.1,346
XE1P3,R94.2,514.1
XE1SE,N93.8,626.1
XE1SM,O72.0,635.3
XE1T3,E14.9,250.2
XE1UW,O43.8,655
XE1Xr,F03,290.1
XE1Xs,F01.9,290.16
XE1Xv,F05.9,290.2
XE1Xw,F23.2,295.3
XE1Xy,F39,296
XE1Xz,F30.9,296.1
XE1Y1,F33.2,296.22
XE1Y2,F22.0,295.2
XE1Y4,F23.0,291.1
XE1Y7,F41.0,300.12
XE1YA,F40.9,300.13
XE1YD,F48.0,300
XE1YF,F60.0,301
XE1YG,F60.1,301.1
XE1YH,F60.5,301.1
XE1YI,F60.7,301
XE1YJ,F60.2,301.2
XE1YK,F60.8,301
XE1YN,F65.2,302
XE1YO,F66.9,302
XE1YP,F52.9,302
XE1YQ,F10.2,317
XE1YR,F11.2,316
XE1YS,F13.2,316
XE1YT,F12.2,316
XE1YX,F10.1,317
XE1YY,F16.1,316
XE1Ya,F15.1,316
XE1Yc,F45.3,303.3
XE1Yd,F45.3,303.3
XE1Ye,F45.3,303.3
XE1Yg,G47.0,327.41
XE1Yh,G47.1,291.8
XE1Yk,F50.2,305.2
XE1Yl,G44.2,306.9
XE1Ym,F43.0,300.8
XE1Yo,F43.2,304
XE1Yq,F07.0,291.4
XE1Yv,F93.9,313
XE1Yy,F93.2,300.12
XE1Z3,F80.9,315.2
XE1Z5,F82,315
XE1Z6,F03,290.1
XE1Z7,F05.9,290.2
XE1ZE,F10.2,317
XE1ZF,F10.5,317
XE1ZH,F11.2,316
XE1ZL,F19.2,290.3
XE1ZM,F20.8,295.1
XE1ZN,F21,301.1
XE1ZO,F22.0,295.2
XE1ZQ,F23.0,291.1
XE1ZS,F23.9,291.1
XE1ZU,F29,295.3
XE1ZV,F30.2,296.1
XE1ZW,F30.9,296.1
XE1ZX,F31.8,296.1
XE1Za,F32.8,296.1
XE1Za,F32.8,296.22
XE1Zd,F33.2,296.22
XE1Ze,F33.3,296.22
XE1Zg,F38.0,296
XE1Zh,F38.1,296
XE1Zi,F39,296
XE1Zj,F41.8,300.1
XE1Zk,F44.4,303.4
XE1Zl,F44.6,303.4
XE1Zn,F45.4,303.4
XE1Zo,F45.8,303.3
XE1Zq,F50.8,305.2
XE1Zr,F51.2,327.6
XE1Zs,F52.2,302
XE1Zs,F52.2,605
XE1Zt,F52.3,302
XE1Zx,F55,316
XE1Zy,F60.8,301
XE1a2,F79.9,315.3
XE1a3,F80.0,315.2
XE1a4,F80.1,315.2
XE1eO,P03.0,658
XE1eV,P05.9,637
XE1eW,P07.3,637
XE1eb,P10.9,665
XE1ej,P21.0,661
XE1em,P22.0,661
XE1er,P35.0,657
XE1es,P37.1,657
XE1fF,P96.3,656
XE1fH,P96.8,656
XE1fR,P02.4,658
XE1gv,R69,1019
XE1gz,R21,687.1
XE1h1,R40.2,348.7
XE1h3,E66.9,278.1
XE1h4,E66.9,278.1
XE1h7,R60.0,782.3
XE1h9,L65.9,704.1
XE1hH,R09.8,429.3
XE1hR,K13.0,528.5
XE1hU,R10.4,785
XE1hZ,N50.8,608
XE1hd,N64.0,613.1
XE1hj,G40.1,345.1
XE1hk,F48.9,300
XE1hl,F48.9,300
XE1hq,M62.5,728
XE1hq,M62.5,772.1
XE1hv,R20.3,687.4
XE1hz,R29.1,781
XE1i0,R47.8,292.1
XE1iE,T14.0,915
XE1iG,R23.8,687
XE1iH,R23.4,687.3
XE1iJ,M25.9,716.9
XE1iK,M89.9,743.9
XE1kP,S02.0,819
XE1kQ,S02.1,819
XE1kR,S02.4,819
XE1kS,S02.4,819
XE1kT,S02.8,819
XE1kU,S02.9,819
XE1kV,S02.7,819
XE1kX,S12.9,805
XE1kY,S12.0,805
XE1kZ,S12.1,805
XE1kb,S12.2,805
XE1kc,S12.2,805
XE1kd,S12.2,805
XE1ke,S12.2,805
XE1ko,T02.8,1009
XE1kp,S42.2,803.1
XE1kq,S42.4,803.1
XE1kr,S42.4,803.1
XE1ks,S52.9,803.2
XE1kt,S52.6,804
XE1ku,S52.5,803.2
XE1kv,S52.5,803.2
XE1kw,S52.6,804
XE1kx,S52.5,803.2
XE1ky,S52.5,803.2
XE1kz,S52.8,803
XE1l0,S52.2,803.2
XE1l1,S62.7,804
XE1l2,T02.8,1009
XE1l3,S72.0,800.1
XE1l7,S72.1,800.1
XE1l7,S72.1,800.2
XE1l8,S72.1,800.1
XE1l8,S72.1,800.2
XE1l9,S72.0,800.1
XE1lA,S72.9,800.2
XE1lB,S82.1,800.3
XE1lC,S82.1,800.3
XE1lD,S82.2,800.3
XE1lE,S82.8,800
XE1lF,S92.2,801
XE1lG,S92.0,800.4
XE1lG,S92.0,801
XE1lK,S03.0,830
XE1lL,S43.0,830
XE1lM,S43.0,830
XE1lN,S43.0,830
XE1lO,S43.0,830
XE1lP,S63.0,830
XE1lR,S63.1,830
XE1lS,S83.1,830
XE1lT,S83.2,830
XE1lU,S93.0,830
XE1la,S13.1,830
XE1lg,S13.1,830
XE1lk,S23.2,830
XE1lm,S43.7,1009
XE1ln,S46.8,1009
XE1lp,S63.7,840
XE1lq,S63.7,840
XE1lr,S73.1,1009
XE1lt,S86.1,1009
XE1lu,S86.0,1009
XE1lw,T09.2,915
XE1lw,T09.2,1009
XE1lx,S13.6,1009
XE1lx,S13.6,870.6
XE1lz,M62.6,729
XE1m1,S06.2,819
XE1m2,S06.8,1009
XE1m2,S06.8,819
XE1m3,S06.6,818
XE1m4,S06.4,818
XE1m4,S06.4,430
XE1m6,S06.9,819
XE1m7,S06.9,819
XE1m8,T06.5,1008
XE1mE,S36.0,1008
XE1mF,S37.0,1008
XE1mG,S37.9,1008
XE1mH,S37.2,1008
XE1mL,S01.1,870.1
XE1mL,S01.1,870.3
XE1mN,S05.6,870.1
XE1mO,S09.2,1009
XE1mP,S02.5,873
XE1mP,S02.5,819
XE1mT,S31.0,870
XE1mV,S31.1,1008
XE1mV,S31.1,870
XE1mZ,S46.9,1009
XE1ma,S61.0,871
XE1mb,S66.9,1009
XE1me,T13.1,871
XE1me,T13.1,1009
XE1mg,S91.3,871.3
XE1mh,S91.1,871.4
XE1mp,T95.8,1000
XE1mr,T90.5,819
XE1ms,T90.5,819
XE1mv,T14.0,915
XE1mw,S30.8,915
XE1n4,S60.8,915
XE1n5,S90.9,915
XE1n7,S90.9,915
XE1n8,S90.9,915
XE1n9,S90.9,915
XE1nA,S90.9,915
XE1nB,S90.9,915
XE1nH,T14.0,915
XE1nI,S00.8,915
XE1nK,S00.1,916
XE1nL,S05.8,915
XE1nM,S30.0,916
XE1nN,S30.2,916
XE1nO,S60.0,916
XE1nP,S60.9,915
XE1nR,S90.3,1009
XE1nS,S90.1,916
XE1nU,T14.0,915
XE1nZ,S67.0,1006
XE1na,S97.8,1011
XE1na,S97.8,1006
XE1nc,T17.3,1001
XE1nd,T18.8,1001
XE1ne,T18.9,1001
XE1ng,T19.2,1001
XE1nh,T14.9,1009
XE1ni,T30.0,1000
XE1nj,T26.4,1000
XE1nk,T20.0,1000
XE1nu,T23.0,1000
XE1nv,T23.1,1000
XE1nw,T23.2,1000
XE1o0,T30.1,1000
XE1o5,S04.6,907
XE1o6,S04.8,907
XE1o8,T11.3,1009
XE1oB,T79.5,958
XE1oC,T79.7,958.2
XE1oD,T79.8,958
XE1oE,S59.9,1009
XE1oF,S69.8,1009
XE1oH,T65.9,989
XE1oO,T40.6,969
XE1oQ,T42.7,966
XE1oT,T43.9,969
XE1oZ,T49.9,976
XE1od,T56.1,985
XE1oe,T59.9,987
XE1of,T61.9,988
XE1oh,T55,989
XE1oi,T67.0,1014
XE1oj,T67.5,1014
XE1ok,T70.0,1014
XE1ol,T70.1,1014
XE1om,T75.3,1015
XE1oq,T75.4,1015
XE1or,T75.8,1015
XE1os,T78.4,949
XE1ot,T78.4,949
XE1ou,T74.3,1015
XE1ov,T74.1,1015
XE1ox,T88.5,1011
XE1p0,T83.8,857
XE1p1,T83.0,857
XE1pD,T81.0,850
XE1pF,T81.2,1015
XE1pG,T81.3,1015
XE1pJ,T82.7,854
XE1pM,T86.8,851
XE1pN,T88.5,1011
XE1qx,T01.9,870.6
XE1qx,T01.9,1008
XE1qx,T01.9,1009
XE1rX,T14.0,915
XE1s3,T29.0,1000
XE1s7,S04.9,907
XE1sB,T09.3,907
XE1sN,T79.3,958
XE1tD,T75.4,1015
XE1tn,T88.9,1011
XE1vN,D48.9,199
XE1vO,C00.9,145.1
XE1vQ,C15.9,150
XE1vR,C16.9,151
XE1vS,C16.5,151
XE1vU,C18.0,153.2
XE1vV,C18.9,153.2
XE1vW,C20,153.3
XE1vX,C21.1,153.3
XE1vY,C23,159.3
XE1vb,C34.1,165.1
XE1vc,C34.9,165.1
XE1vd,C41.9,170.1
XE1vh,C44.9,172.2
XE1vi,C53.9,180.1
XE1vj,C51.9,184.2
XE1vk,C62.9,187.2
XE1vl,C74.9,194
XE1vm,C78.8,198.3
XE1vo,C96.9,202.2
XE1vs,D11.0,210
XE1vt,D13.0,211
XE1vu,D13.1,211
XE1vv,D13.2,211
XE1vw,D13.3,211
XE1vw,D13.3,229
XE1vx,D12.6,208
XE1vy,D12.8,208
XE1w1,D14.0,212
XE1w2,D14.1,212
XE1w4,D16.9,213
XE1w6,D16.9,213
XE1w7,D24,610.4
XE1w8,D26.0,218.2
XE1w9,D27,220
XE1wA,D28.9,221
XE1wB,D30.9,223
XE1wC,D30.0,223
XE1wD,D34,226
XE1wE,D18.0,228
XE1wH,D06.9,180.3
XE1wJ,D37.0,158
XE1wK,D41.4,189.2
XE1wN,D48.6,174.3
XE1wO,D47.0,200
XE1wP,D47.7,200
XE1wg,C45.7,195.1
XE1wh,D36.7,229
XE1wn,C00.9,145.1
XE1wp,C02.9,145.2
XE1wz,C15.3,150
XE1x3,C15.5,150
XE1x5,C15.9,150
XE1x7,C16.0,151
XE1xJ,C16.9,151
XE1xL,C18.9,153.2
XE1xN,C18.3,153.2
XE1xP,C18.4,153.2
XE1xR,C18.6,153.2
XE1xT,C18.7,153.2
XE1xZ,C18.5,153.2
XE1xd,C18.9,153.2
XE1xh,C19,153.3
XE1xp,C22.9,155
XE1xt,C23,159.3
XE1xz,C25.0,157
XE1y3,C25.2,157
XE1y5,C25.9,157
XE1y7,C32.0,149.4
XE1yD,C32.9,149.4
XE1yN,C34.2,165.1
XE1yP,C34.3,165.1
XE1yV,C41.0,170.1
XE1yn,C43.5,172.11
XE1yp,C43.6,172.11
XE1yr,C43.7,172.11
XE1yx,C44.4,172.2
XE1yz,C44.5,172.2
XE1z1,C44.6,172.2
XE1z3,C44.7,172.2
XE1z5,C44.9,172.2
XE1z9,C50.2,174.11
XE1zD,C50.4,174.11
XE1zH,C50.6,174.11
XE1zL,C50.9,174.11
XE1zP,C53.1,180.1
XE1zT,C53.9,180.1
XE1zf,C60.9,187.1
XE1zz,C77.3,198.1
XE20N,C90.2,204.4
XE20T,C95.9,204
XE20t,D35.7,227
XE20v,D18.1,228
XE22Q,T14.9,1009
XE24f,R63.0,260.6
XE24o,D69.6,287.3
XE26Q,N20.0,594.1
XE279,N87.0,180.3
XE27B,N87.1,180.3
XE29y,R04.2,516.1
XE2Pq,R23.2,782.6
XE2Ps,M43.6,723.1
XE2Pu,N23,594.8
XE2Pv,G47.0,327.41
XE2Q5,F51.9,327
XE2Q7,G80.3,333.4
XE2Q8,G80.9,343
XE2Q9,G80.1,343
XE2QA,H26.1,366.3
XE2QC,H61.2,380.4
XE2QD,H65.0,381.1
XE2QE,H68.0,381.2
XE2QF,I44.0,426.21
XE2QG,I50.1,428.2
XE2QH,M31.4,446.7
XE2QI,J30.1,476
XE2QJ,J38.0,473.3
XE2QK,K07.5,524
XE2QL,K50.9,555.1
XE2QM,N17.2,585.1
XE2QN,N60.1,610.1
XE2QO,N87.9,180.3
XE2QP,O21.0,643.1
XE2QR,O98.5,647
XE2QS,O80.9,650
XE2QT,O32.9,652
XE2QV,O69.0,663
XE2QX,O90.1,674
XE2QY,O91.1,647
XE2QZ,O92.7,676
XE2Qa,L65.9,704.1
XE2Qc,M13.0,714
XE2Qd,M86.1,710.11
XE2Qe,M84.4,743.2
XE2Qf,M84.4,743.2
XE2Qg,Q17.0,749
XE2Qk,Q28.2,747.2
XE2Qm,Q35.5,749.1
XE2Qs,Q54.9,751.12
XE2Qu,Q63.2,751.22
XE2Qw,Q66.6,755.1
XE2Qy,Q70.2,755.3
XE2Qz,Q71.3,755.4
XE2R7,P83.5,656.7
XE2R9,T83.3,857
XE2RT,J31.0,472
XE2Rh,O21.1,643.1
XE2Zz,E88.8,277.5
XE2Zz,E88.8,277
XE2a3,F70.9,315.3
XE2a7,H40.0,365
XE2a8,H40.2,365.2
XE2aA,I25.2,411.2
XE2aB,I64,433.21
XE2aC,J03.9,474.1
XE2aD,N81.5,618.6
XE2aJ,L50.3,947
XE2aN,M48.2,721.8
XE2aO,M66.0,727.5
XE2aP,M89.0,733
XE2aQ,M71.8,727
XE2aj,A18.2,010
XE2b5,A70,079
XE2b7,F07.2,291.4
XE2b8,F25.2,295.1
XE2bA,F52.0,302.1
XE2bF,I60.9,430.1
XE2bH,K29.6,535.8
XE2bI,K31.8,537
XE2bJ,N15.1,590
XE2bK,Q61.5,751.21
XE2bL,T14.0,915
XE2bn,D59.6,285.8
XE2eW,Q30.3,749
XE2eb,Q79.2,756.1
XE2ed,Q79.8,756.3
XE2ed,Q79.8,756
XE2nA,K06.1,523
XE2nB,M95.9,738
XE2nE,M21.8,736
